stride_pct,RL | leg1_a angle (deg),RL | leg1_e angle (deg),RL | leg2_a angle (deg),RL | leg2_e angle (deg),RL | leg3_a angle (deg),RL | leg3_e angle (deg),RL | leg4_a angle (deg),RL | leg4_e angle (deg),RL | spine angle (deg),RL | IMU pitch (deg),RL | IMU roll (deg),RL | pitch rate (deg/s),RL | roll rate (deg/s),RL | yaw rate (deg/s),RL | leg1_a torque (N m),RL | leg1_e torque (N m),RL | leg2_a torque (N m),RL | leg2_e torque (N m),RL | leg3_a torque (N m),RL | leg3_e torque (N m),RL | leg4_a torque (N m),RL | leg4_e torque (N m),RL | spine torque (N m),Old CPG | leg1_a angle (deg),Old CPG | leg1_e angle (deg),Old CPG | leg2_a angle (deg),Old CPG | leg2_e angle (deg),Old CPG | leg3_a angle (deg),Old CPG | leg3_e angle (deg),Old CPG | leg4_a angle (deg),Old CPG | leg4_e angle (deg),Old CPG | spine angle (deg),Old CPG | IMU pitch (deg),Old CPG | IMU roll (deg),Old CPG | pitch rate (deg/s),Old CPG | roll rate (deg/s),Old CPG | yaw rate (deg/s),Old CPG | leg1_a torque (N m),Old CPG | leg1_e torque (N m),Old CPG | leg2_a torque (N m),Old CPG | leg2_e torque (N m),Old CPG | leg3_a torque (N m),Old CPG | leg3_e torque (N m),Old CPG | leg4_a torque (N m),Old CPG | leg4_e torque (N m),Old CPG | spine torque (N m),Final CPG | leg1_a angle (deg),Final CPG | leg1_e angle (deg),Final CPG | leg2_a angle (deg),Final CPG | leg2_e angle (deg),Final CPG | leg3_a angle (deg),Final CPG | leg3_e angle (deg),Final CPG | leg4_a angle (deg),Final CPG | leg4_e angle (deg),Final CPG | spine angle (deg),Final CPG | IMU pitch (deg),Final CPG | IMU roll (deg),Final CPG | pitch rate (deg/s),Final CPG | roll rate (deg/s),Final CPG | yaw rate (deg/s),Final CPG | leg1_a torque (N m),Final CPG | leg1_e torque (N m),Final CPG | leg2_a torque (N m),Final CPG | leg2_e torque (N m),Final CPG | leg3_a torque (N m),Final CPG | leg3_e torque (N m),Final CPG | leg4_a torque (N m),Final CPG | leg4_e torque (N m),Final CPG | spine torque (N m)
21.875,36.17848,-50.70613,-54.8448,11.42125,-38.39546,19.72328,9.34372,-23.0203,3.50615,-3.23087,1.81991,-4.84912,3.96413,-0.33489,0.01377,-0.0012,0.0547,-0.05706,-0.01154,-0.01894,-0.09703,0.05342,-0.08366,37.24915,-53.29434,-54.82221,6.35041,-41.00184,16.92972,7.38276,-18.59026,4.14439,-4.45718,3.31872,-34.63478,16.40388,-0.32909,0.01195,0.00569,0.06605,-0.07511,0.00262,-0.00324,-0.06516,0.03954,-0.08943,36.60682,-50.65732,-54.99493,10.52139,-38.36438,20.56084,8.35508,-23.48501,3.72783,-3.37314,2.21605,-11.12125,1.68457,1.64742,0.01487,4e-05,0.05461,-0.05182,-0.01575,-0.00806,-0.10378,0.05438,-0.08465
23.95833,34.85055,-51.18104,-55.20895,10.10958,-37.47027,20.46927,9.84518,-22.33459,3.57766,-3.21987,1.83292,0.47837,0.89193,-0.94389,0.01338,-0.00269,0.05306,-0.0487,-0.01038,-0.01542,-0.08529,0.05233,-0.08002,35.99738,-54.13379,-55.49975,4.75522,-40.38944,17.58321,8.12095,-17.52554,4.18482,-4.58434,3.39113,-26.56505,13.11263,-0.78862,0.01142,0.00322,0.0639,-0.05646,9e-05,0.00238,-0.05831,0.04514,-0.08453,35.21552,-51.13744,-55.3615,9.23208,-37.43009,21.27596,8.83475,-22.6824,3.78738,-3.38873,2.23056,-5.38817,-1.6539,0.43124,0.01519,-0.00225,0.0523,-0.03713,-0.01441,-0.00553,-0.08554,0.05018,-0.07926
26.04167,33.55508,-51.60711,-55.5264,8.9008,-36.59835,20.77945,10.43835,-21.77859,3.61866,-3.17896,1.83344,6.11732,-1.7287,-1.33962,0.01243,-0.00358,0.05152,-0.04208,-0.00867,-0.00981,-0.07432,0.05293,-0.07675,34.72094,-54.77627,-56.00134,3.46131,-39.6301,18.0453,8.91063,-16.6948,4.20771,-4.65165,3.45553,-17.25705,10.73121,-0.10679,0.01174,0.00077,0.06209,-0.03951,-0.00377,0.00643,-0.05065,0.05156,-0.08114,33.85636,-51.57567,-55.6746,8.06847,-36.55007,21.58588,9.44284,-22.01931,3.8067,-3.37145,2.24007,0.44112,-3.31593,-0.55986,0.01485,-0.00406,0.0504,-0.02749,-0.01018,-0.00588,-0.06808,0.04753,-0.07385
28.125,32.31049,-51.99424,-55.8061,7.79318,-35.7931,20.65747,11.10333,-21.35002,3.63941,-3.10967,1.82222,11.88691,-4.06979,-1.51555,0.01114,-0.00373,0.05019,-0.03688,-0.00673,-0.00336,-0.06531,0.0548,-0.07427,33.44392,-55.20713,-56.3686,2.47087,-38.75721,18.33747,9.74932,-16.08577,4.21802,-4.66824,3.51663,-7.99691,9.95309,1.1276,0.01269,-0.00144,0.06092,-0.02629,-0.00624,0.00673,-0.04381,0.05615,-0.07898,32.55314,-51.98222,-55.94128,7.02418,-35.73787,21.47939,10.15302,-21.50279,3.80182,-3.32579,2.24305,6.27398,-3.71853,-1.1482,0.01373,-0.00485,0.0491,-0.02393,-0.00454,-0.00677,-0.05448,0.04728,-0.06944
30.20833,31.13075,-52.34597,-56.05658,6.78274,-35.06783,20.11915,11.81304,-21.03321,3.65091,-3.01553,1.79909,17.45578,-6.28931,-1.49808,0.0096,-0.00331,0.04931,-0.03277,-0.00486,0.0028,-0.05904,0.0575,-0.07294,32.20023,-55.41645,-56.66928,1.74154,-37.80339,18.48079,10.63889,-15.69067,4.21726,-4.64701,3.57684,0.26112,10.5347,2.21744,0.01312,-0.00305,0.06013,-0.01757,-0.00583,0.00304,-0.03946,0.05807,-0.07748,31.32541,-52.35986,-56.17276,6.08534,-35.00564,20.94285,10.92635,-21.12544,3.79188,-3.25706,2.23605,12.03952,-3.66192,-1.22607,0.01164,-0.00452,0.04856,-0.02564,0.00035,-0.00553,-0.04641,0.05015,-0.06706
32.29167,30.0258,-52.65456,-56.28528,5.86272,-34.43472,19.20005,12.53925,-20.79855,3.66274,-2.9017,1.76341,22.38481,-8.49053,-1.33545,0.00771,-0.00277,0.04911,-0.02958,-0.00315,0.00773,-0.05563,0.06073,-0.0729,31.029,-55.40678,-56.96833,1.21384,-36.78623,18.47759,11.57567,-15.51335,4.20496,-4.59551,3.63155,7.52101,11.05695,2.65515,0.01152,-0.00338,0.05894,-0.01267,-0.00328,-0.00266,-0.03824,0.05839,-0.07608,30.1875,-52.69893,-56.38224,5.23174,-34.36294,19.97861,11.72108,-20.86179,3.79462,-3.16962,2.21525,17.62621,-4.07069,-0.78814,0.00827,-0.00348,0.04883,-0.0302,0.00262,-0.00048,-0.0438,0.05638,-0.06736
34.375,29.00337,-52.89832,-56.498,5.02349,-33.90322,17.96228,13.25858,-20.60508,3.68129,-2.77442,1.71461,26.21235,-10.72203,-1.08656,0.00525,-0.00253,0.0497,-0.02719,-0.00144,0.01062,-0.05466,0.06443,-0.07394,29.96626,-55.19734,-57.30083,0.8429,-35.70443,18.30337,12.54317,-15.56628,4.17916,-4.50904,3.66595,14.84124,9.25392,2.28142,0.00685,-0.00139,0.05653,-0.00992,-0.00115,-0.00712,-0.03928,0.05906,-0.07442,29.14876,-52.97495,-56.58174,4.44056,-33.81504,18.62498,12.50275,-20.66922,3.82183,-3.06592,2.17765,22.81971,-5.70225,0.05765,0.00344,-0.00235,0.04982,-0.03445,0.00154,0.00809,-0.04506,0.06555,-0.07024
36.45833,28.07207,-53.04245,-56.69844,4.25477,-33.47843,16.49529,13.95676,-20.40689,3.70847,-2.64023,1.65267,28.56581,-13.0079,-0.81095,0.00196,-0.00275,0.05099,-0.02541,0.00078,0.01072,-0.05523,0.06868,-0.07536,29.03663,-54.82093,-57.65896,0.61999,-34.54817,17.91642,13.51243,-15.85966,4.13569,-4.3703,3.65567,23.75382,2.82931,1.23454,-0.00081,0.00391,0.05248,-0.00744,-0.00217,-0.00764,-0.04085,0.06155,-0.07223,28.21572,-53.15019,-56.77881,3.69326,-33.36199,16.96797,13.25148,-20.49442,3.87604,-2.94672,2.12161,27.28272,-8.92292,1.10401,-0.00276,-0.0016,0.05128,-0.03554,-0.00199,0.01776,-0.04789,0.07642,-0.07475
38.54167,27.24532,-53.04376,-56.88753,3.5511,-33.15985,14.90801,14.63014,-20.16263,3.74133,-2.50513,1.57828,29.26857,-15.38285,-0.56042,-0.00222,-0.00306,0.05265,-0.02371,0.00424,0.00744,-0.05624,0.07346,-0.07612,28.2489,-54.31376,-57.99793,0.5745,-33.31907,17.28375,14.44991,-16.38937,4.06655,-4.15677,3.57178,35.25977,-9.56016,-0.25611,-0.01013,0.01292,0.04702,-0.0041,-0.00715,-0.00376,-0.04151,0.0658,-0.06907,27.39615,-53.17925,-56.9743,2.98499,-32.99855,15.13779,13.9644,-20.28448,3.9495,-2.81239,2.04664,30.60158,-13.62411,2.08122,-0.00982,-0.00118,0.05283,-0.03196,-0.00558,0.02463,-0.05006,0.0871,-0.07914
40.625,26.54442,-52.85836,-57.06291,2.91968,-32.94076,13.31305,15.28392,-19.84652,3.77265,-2.37396,1.49273,28.40548,-17.90456,-0.37224,-0.00709,-0.00257,0.05412,-0.02123,0.0097,0.00047,-0.05663,0.07832,-0.07493,27.59749,-53.70249,-58.25662,0.75749,-32.04918,16.41148,15.32806,-17.1309,3.95891,-3.85284,3.38885,48.94057,-27.57638,-2.09143,-0.01899,0.02494,0.04098,0.00016,-0.01376,0.00207,-0.04099,0.07008,-0.06417,26.70359,-53.01747,-57.16175,2.33343,-32.71537,13.28896,14.6525,-20.0003,4.0256,-2.66469,1.95284,32.39353,-19.29694,2.7102,-0.01686,-0.00043,0.05396,-0.02398,-0.00611,0.02474,-0.05019,0.09529,-0.08123
42.70833,25.99936,-52.45031,-57.21894,2.38806,-32.80865,11.80753,15.92767,-19.45834,3.7923,-2.25008,1.39749,26.31955,-20.62833,-0.26449,-0.01215,-0.0001,0.05476,-0.01689,0.01775,-0.00995,-0.05559,0.08215,-0.07062,27.06894,-52.99469,-58.38197,1.21652,-30.80746,15.36349,16.13171,-18.04283,3.79607,-3.46089,3.09339,62.71721,-49.05712,-4.39596,-0.02534,0.03812,0.03531,0.00436,-0.01712,0.00521,-0.04035,0.07176,-0.05645,26.16057,-52.62963,-57.32903,1.78401,-32.50089,11.56942,15.33307,-19.62933,4.08231,-2.508,1.84017,32.43811,-25.22468,2.76159,-0.02278,0.00176,0.05409,-0.01346,-0.00077,0.01562,-0.04792,0.09874,-0.0789
44.79167,25.64585,-51.79894,-57.34775,2.00809,-32.74639,10.45671,16.56918,-19.02966,3.78909,-2.13537,1.29372,23.53418,-23.5513,-0.23433,-0.01668,0.00534,0.05397,-0.00985,0.02859,-0.02289,-0.05269,0.08322,-0.06241,26.65061,-52.17789,-58.34568,1.9746,-29.68799,14.25557,16.85561,-19.07821,3.56081,-3.00564,2.68925,73.4713,-70.54679,-7.42408,-0.02798,0.04996,0.03056,0.00715,-0.01184,0.00081,-0.041,0.06866,-0.04495,25.79832,-51.99657,-57.46182,1.40812,-32.3433,10.08853,16.02016,-19.1945,4.09686,-2.3496,1.70824,30.78084,-30.71273,2.10894,-0.02662,0.0065,0.05267,-0.00311,0.01185,-0.00264,-0.04378,0.09578,-0.07064
46.875,25.51862,-50.903,-57.44147,1.85314,-32.73425,9.28595,17.20821,-18.62427,3.75266,-2.03048,1.18195,20.62221,-26.55424,-0.25951,-0.02003,0.01412,0.05138,1e-05,0.04191,-0.03673,-0.0479,0.07959,-0.05018,26.33757,-51.22803,-58.14681,3.02281,-28.78342,13.22333,17.4944,-20.19795,3.24011,-2.52921,2.1981,78.28177,-88.30579,-11.33741,-0.02696,0.05822,0.02663,0.0075,0.00522,-0.01405,-0.04344,0.06006,-0.02927,25.65188,-51.1181,-57.54811,1.29348,-32.23202,8.89481,16.71594,-18.75714,4.05021,-2.19853,1.55647,27.76329,-35.26827,0.76463,-0.02784,0.01431,0.0493,0.00452,0.03123,-0.02711,-0.03864,0.08584,-0.05598
48.95833,25.64193,-49.78061,-57.4949,2.00745,-32.75206,8.2834,17.83181,-18.33202,3.67505,-1.93522,1.06201,18.06466,-29.37711,-0.303,-0.02175,0.02563,0.04694,0.01183,0.05694,-0.04947,-0.04151,0.06972,-0.03457,26.1355,-50.1236,-57.80205,4.32765,-28.15473,12.37504,18.03119,-21.37948,2.82965,-2.07896,1.65467,75.68058,-99.41055,-15.99353,-0.02345,0.0618,0.02282,0.00525,0.03308,-0.03892,-0.04644,0.04714,-0.00994,25.75091,-50.01148,-57.58234,1.52807,-32.15818,7.97083,17.40548,-18.41255,3.93056,-2.06345,1.38475,23.96108,-38.66979,-1.11065,-0.02656,0.02481,0.04387,0.0079,0.055,-0.05279,-0.03321,0.06971,-0.0357
51.04167,26.01994,-48.46523,-57.5077,2.54938,-32.78133,7.41208,18.4124,-18.25672,3.55163,-1.84875,0.93323,16.14753,-31.65316,-0.31988,-0.02181,0.03832,0.04096,0.02372,0.07258,-0.05917,-0.03406,0.05322,-0.01687,26.0587,-48.85874,-57.33123,5.84668,-27.81111,11.74927,18.43259,-22.61681,2.33625,-1.69367,1.09866,66.29446,-102.53486,-20.88355,-0.01915,0.06118,0.01835,0.00113,0.06666,-0.06991,-0.04735,0.03244,0.0115,26.10857,-48.70676,-57.56746,2.18172,-32.11418,7.24692,18.05622,-18.27868,3.73516,-1.95025,1.19419,20.04718,-40.91583,-3.22924,-0.02352,0.03663,0.03664,0.00686,0.07962,-0.0741,-0.02777,0.04957,-0.01174
53.125,26.62994,-46.99918,-57.48435,3.53265,-32.80704,6.6267,18.90927,-18.5004,3.3814,-1.76965,0.79487,14.93245,-33.00018,-0.26562,-0.02057,0.05007,0.03403,0.03323,0.08763,-0.06447,-0.02619,0.03133,0.00122,26.12514,-47.44946,-56.74693,7.5424,-27.70905,11.2966,18.65512,-23.9128,1.77727,-1.39418,0.56619,52.54652,-98.1534,-25.27092,-0.01562,0.05815,0.01291,-0.00364,0.09867,-0.101,-0.04346,0.01886,0.0329,26.71179,-47.24055,-57.51365,3.2904,-32.09273,6.62857,18.62193,-18.47912,3.47036,-1.86029,0.98775,16.62891,-42.09327,-5.22718,-0.01989,0.0478,0.02825,0.00247,0.10149,-0.08665,-0.02216,0.02865,0.01322
55.20833,27.42118,-45.42643,-57.43102,4.97139,-32.81887,5.88927,19.27326,-19.14667,3.16694,-1.69589,0.64681,14.30939,-33.13709,-0.10486,-0.01868,0.05885,0.02684,0.03799,0.10104,-0.06492,-0.01851,0.00694,0.01798,26.3508,-45.93058,-56.05337,9.38691,-27.77094,10.89465,18.6607,-25.26818,1.17746,-1.18221,0.08385,37.57897,-88.15262,-28.46651,-0.01384,0.05493,0.00691,-0.00785,0.12259,-0.12608,-0.03374,0.00865,0.0521,27.51677,-45.65057,-57.43307,4.84783,-32.08597,6.02792,19.04978,-19.12279,3.15018,-1.78991,0.77043,14.11768,-42.23607,-6.73587,-0.01692,0.05629,0.01966,-0.00364,0.118,-0.08848,-0.01611,0.01056,0.03627
57.29167,28.32066,-43.78702,-57.34943,6.83346,-32.81206,5.1787,19.45376,-20.24606,2.9141,-1.6246,0.49015,14.10743,-31.9768,0.17967,-0.01689,0.06333,0.02,0.03652,0.11208,-0.06109,-0.01156,-0.01597,0.03204,26.74541,-44.34601,-55.25314,11.3563,-27.91438,10.39135,18.4336,-26.67322,0.56457,-1.04682,-0.3334,23.96063,-75.05963,-30.09447,-0.01409,0.05313,0.00137,-0.01083,0.13516,-0.14077,-0.01984,0.00275,0.06756,28.45203,-43.97234,-57.33169,6.80665,-32.08538,5.38882,19.28848,-20.28346,2.7939,-1.73148,0.54906,12.67715,-41.24463,-7.46077,-0.01549,0.06078,0.01188,-0.00992,0.12812,-0.08063,-0.00961,-0.00156,0.05493
59.375,29.24529,-42.11421,-57.22914,9.04459,-32.788,4.49226,19.40653,-21.80575,2.63176,-1.55217,0.32788,14.21641,-29.65131,0.57937,-0.01579,0.06333,0.0139,0.0287,0.1204,-0.05442,-0.00568,-0.03338,0.04262,27.31057,-42.73784,-54.35612,13.42,-28.07934,9.65879,17.989,-28.10526,-0.03474,-0.97403,-0.68041,12.83722,-61.21366,-30.20691,-0.01611,0.05309,-0.00263,-0.01251,0.13732,-0.14347,-0.00557,0.00085,0.07862,29.42962,-42.23868,-57.20003,9.08831,-32.08276,4.69803,19.29549,-21.9824,2.42332,-1.6754,0.33185,12.26243,-38.90513,-7.2494,-0.01591,0.06105,0.00573,-0.01555,0.13255,-0.06655,-0.00313,-0.00581,0.06758
61.45833,30.1178,-40.43502,-57.04086,11.5019,-32.75439,3.84005,19.10086,-23.78481,2.33149,-1.47443,0.16526,14.66639,-26.45303,1.05499,-0.01567,0.05988,0.0086,0.01594,0.12597,-0.04675,-0.00101,-0.04236,0.04958,28.03965,-41.13992,-53.38396,15.53303,-28.24218,8.63616,17.36747,-29.53215,-0.59768,-0.95409,-0.95791,3.9196,-48.17421,-29.19078,-0.01942,0.05393,-0.00453,-0.01333,0.13309,-0.13526,0.00483,0.00182,0.08551,30.36207,-40.48117,-57.00612,11.59793,-32.07229,3.98037,19.04226,-24.17734,2.05994,-1.61259,0.12779,12.72407,-35.00057,-6.13199,-0.0178,0.05811,0.00159,-0.02045,0.13307,-0.05087,0.00248,-0.00212,0.0738
63.54167,30.88245,-38.7733,-56.73406,14.09229,-32.72492,3.23618,18.52463,-26.09569,2.02692,-1.38727,0.00994,15.62725,-22.7151,1.53792,-0.01645,0.05476,0.00391,0.0008,0.12893,-0.03989,0.00256,-0.04194,0.05333,28.91874,-39.57828,-52.36718,17.63664,-28.41291,7.34582,16.61729,-30.91812,-1.10673,-0.9829,-1.16842,-3.76621,-36.52107,-27.52677,-0.0235,0.0542,-0.00467,-0.01378,0.12724,-0.11901,0.00891,0.00421,0.08892,31.18096,-38.73254,-56.69377,14.23914,-32.05322,3.28182,18.51693,-26.76062,1.72244,-1.53637,-0.05381,13.92267,-29.4626,-4.32275,-0.02033,0.05376,-0.00075,-0.02502,0.13179,-0.03785,0.00634,0.00767,0.07429
65.625,31.51628,-37.15409,-56.24113,16.71013,-32.71833,2.6906,17.68674,-28.61161,1.73247,-1.28733,-0.12858,17.32135,-18.68431,1.9401,-0.01781,0.04991,-0.00051,-0.01364,0.12951,-0.03514,0.00539,-0.03344,0.05464,29.92782,-38.07676,-51.337,19.6671,-28.62015,5.87892,15.77375,-32.22859,-1.55001,-1.05767,-1.31367,-10.85935,-26.02913,-25.54068,-0.02782,0.05284,-0.00407,-0.01412,0.12303,-0.09838,0.00738,0.00665,0.08966,31.85196,-37.02847,-56.18827,16.92426,-32.0325,2.64818,17.72522,-29.56788,1.42461,-1.44345,-0.20372,15.79554,-22.49284,-2.17861,-0.02254,0.04994,-0.00208,-0.02954,0.13026,-0.0301,0.00803,0.02021,0.07065
67.70833,32.03283,-35.60737,-55.489,19.26862,-32.75681,2.2049,16.61673,-31.17929,1.46152,-1.17273,-0.23999,19.87722,-14.44699,2.17276,-0.01931,0.04667,-0.00499,-0.02466,0.12791,-0.03303,0.00795,-0.01998,0.05432,31.04227,-36.6629,-50.31752,21.5676,-28.89312,4.3603,14.84692,-33.43181,-1.92153,-1.17032,-1.39415,-16.99447,-16.072,-23.28491,-0.03184,0.04986,-0.00386,-0.01426,0.12098,-0.07687,0.00375,0.00802,0.08831,32.38205,-35.40786,-55.41004,19.57726,-32.02641,2.10777,16.68992,-32.39714,1.17398,-1.33371,-0.31332,18.33843,-14.59319,-0.1231,-0.02371,0.04796,-0.00352,-0.03372,0.12899,-0.02805,0.00797,0.03148,0.06487
69.79167,32.47723,-34.16988,-54.41672,21.70264,-32.8639,1.77276,15.36199,-33.63574,1.22404,-1.04372,-0.31491,23.17821,-9.94564,2.17063,-0.02059,0.04539,-0.00973,-0.03053,0.12436,-0.03328,0.01066,-0.00538,0.05303,32.23478,-35.36977,-49.32352,23.29628,-29.24952,2.90922,13.82542,-34.49874,-2.22099,-1.30363,-1.41017,-20.87693,-6.06284,-20.60551,-0.03499,0.04629,-0.00456,-0.01385,0.11941,-0.05738,0.00232,0.00756,0.08529,32.81668,-33.91173,-54.29397,22.13045,-32.06078,1.66382,15.44983,-35.03593,0.97115,-1.20928,-0.37531,21.50566,-6.48203,1.44778,-0.02364,0.048,-0.00615,-0.0365,0.12747,-0.03023,0.00734,0.0379,0.05885
71.875,32.91415,-32.88441,-52.99523,23.9638,-33.06256,1.38372,13.9835,-35.8274,1.02473,-0.90311,-0.34685,26.76716,-5.0815,1.91429,-0.02145,0.04537,-0.01471,-0.03092,0.11912,-0.03495,0.01367,0.00701,0.05113,33.47805,-34.23176,-48.36509,24.82644,-29.69324,1.6117,12.69536,-35.40369,-2.45294,-1.43295,-1.3635,-21.05216,4.225,-17.33855,-0.03683,0.04358,-0.00566,-0.01252,0.116,-0.04206,0.00555,0.00503,0.08093,33.22782,-32.58109,-52.81049,24.51791,-32.16934,1.29778,14.05812,-37.29213,0.81041,-1.07364,-0.38485,25.07248,1.07898,2.25465,-0.02267,0.04906,-0.01064,-0.03642,0.12465,-0.03413,0.00773,0.03731,0.05389
73.95833,33.41178,-31.79673,-51.24427,26.01163,-33.37365,1.02771,12.55047,-37.62877,0.86205,-0.75643,-0.334,29.85372,0.14457,1.44194,-0.0219,0.04524,-0.0197,-0.02691,0.11261,-0.03679,0.01663,0.01545,0.04867,34.74738,-33.27652,-47.45572,26.1401,-30.21956,0.51221,11.4647,-36.12809,-2.62463,-1.53338,-1.25858,-16.9094,14.53777,-13.50358,-0.03719,0.04261,-0.00583,-0.01009,0.10948,-0.03209,0.01224,0.00104,0.07559,33.69594,-31.45486,-50.98277,26.6706,-32.39021,0.98006,12.57972,-39.02272,0.6814,-0.93111,-0.34089,28.52896,7.48462,2.19653,-0.02151,0.04938,-0.0169,-0.03231,0.11953,-0.03738,0.0103,0.02962,0.05047
76.04167,34.02633,-30.95111,-49.24115,27.80595,-33.8151,0.69771,11.13468,-38.95778,0.72908,-0.61186,-0.28017,31.43879,5.5234,0.84415,-0.02207,0.04357,-0.02426,-0.02061,0.10533,-0.03761,0.01864,0.02018,0.04539,36.02226,-32.51802,-46.61785,27.22032,-30.8221,-0.37754,10.17969,-36.66667,-2.74251,-1.58859,-1.10271,-9.31965,24.22263,-9.36879,-0.03637,0.04304,-0.00352,-0.0067,0.10037,-0.02753,0.01765,-0.00276,0.06966,34.29101,-30.56847,-48.89496,28.51664,-32.76112,0.68234,11.08738,-40.15466,0.57189,-0.78715,-0.24737,31.0704,12.43714,1.36924,-0.02088,0.04712,-0.02398,-0.0241,0.11178,-0.03854,0.01512,0.01694,0.04813
78.125,34.79074,-30.38574,-47.11793,29.30441,-34.40143,0.38944,9.80471,-39.78442,0.61606,-0.47999,-0.19455,30.53191,10.62125,0.24092,-0.0221,0.03948,-0.02784,-0.01466,0.09779,-0.03665,0.0183,0.02312,0.04082,37.2857,-31.95496,-45.88127,28.04839,-31.49589,-1.06201,8.92347,-37.03278,-2.80835,-1.5967,-0.90543,-0.51222,32.45591,-5.34419,-0.03499,0.04331,0.00216,-0.00279,0.09043,-0.02712,0.0156,-0.00384,0.06332,35.05747,-29.9532,-46.68812,29.98844,-33.3138,0.38593,9.65604,-40.69306,0.47111,-0.64921,-0.11378,31.71715,15.99227,0.03581,-0.0212,0.04121,-0.03023,-0.01324,0.10192,-0.03744,0.02073,0.00305,0.04572
80.20833,35.71003,-30.12889,-45.04588,30.46662,-35.14282,0.09879,8.6204,-40.13098,0.51403,-0.37305,-0.08998,26.40487,14.87736,-0.25251,-0.02201,0.03299,-0.02979,-0.01156,0.09037,-0.03379,0.01412,0.02702,0.03439,38.52157,-31.57628,-45.27427,28.60838,-32.23508,-1.54745,7.79531,-37.25822,-2.81665,-1.57013,-0.67733,6.77681,38.5355,-1.76862,-0.0337,0.04135,0.01084,0.00092,0.0814,-0.02851,0.00161,0.00053,0.05627,36.00633,-29.63573,-44.54322,31.03477,-34.06838,0.08336,8.35598,-40.71464,0.37288,-0.52742,0.04552,29.54642,18.48556,-1.44281,-0.02234,0.03179,-0.03369,-0.0027,0.09113,-0.03485,0.02433,-0.00757,0.04166
