stride_pct,RL | leg1_a angle (deg),RL | leg1_e angle (deg),RL | leg2_a angle (deg),RL | leg2_e angle (deg),RL | leg3_a angle (deg),RL | leg3_e angle (deg),RL | leg4_a angle (deg),RL | leg4_e angle (deg),RL | spine angle (deg),RL | IMU pitch (deg),RL | IMU roll (deg),RL | pitch rate (deg/s),RL | roll rate (deg/s),RL | yaw rate (deg/s),RL | leg1_a torque (N m),RL | leg1_e torque (N m),RL | leg2_a torque (N m),RL | leg2_e torque (N m),RL | leg3_a torque (N m),RL | leg3_e torque (N m),RL | leg4_a torque (N m),RL | leg4_e torque (N m),RL | spine torque (N m),Old CPG | leg1_a angle (deg),Old CPG | leg1_e angle (deg),Old CPG | leg2_a angle (deg),Old CPG | leg2_e angle (deg),Old CPG | leg3_a angle (deg),Old CPG | leg3_e angle (deg),Old CPG | leg4_a angle (deg),Old CPG | leg4_e angle (deg),Old CPG | spine angle (deg),Old CPG | IMU pitch (deg),Old CPG | IMU roll (deg),Old CPG | pitch rate (deg/s),Old CPG | roll rate (deg/s),Old CPG | yaw rate (deg/s),Old CPG | leg1_a torque (N m),Old CPG | leg1_e torque (N m),Old CPG | leg2_a torque (N m),Old CPG | leg2_e torque (N m),Old CPG | leg3_a torque (N m),Old CPG | leg3_e torque (N m),Old CPG | leg4_a torque (N m),Old CPG | leg4_e torque (N m),Old CPG | spine torque (N m),Final CPG | leg1_a angle (deg),Final CPG | leg1_e angle (deg),Final CPG | leg2_a angle (deg),Final CPG | leg2_e angle (deg),Final CPG | leg3_a angle (deg),Final CPG | leg3_e angle (deg),Final CPG | leg4_a angle (deg),Final CPG | leg4_e angle (deg),Final CPG | spine angle (deg),Final CPG | IMU pitch (deg),Final CPG | IMU roll (deg),Final CPG | pitch rate (deg/s),Final CPG | roll rate (deg/s),Final CPG | yaw rate (deg/s),Final CPG | leg1_a torque (N m),Final CPG | leg1_e torque (N m),Final CPG | leg2_a torque (N m),Final CPG | leg2_e torque (N m),Final CPG | leg3_a torque (N m),Final CPG | leg3_e torque (N m),Final CPG | leg4_a torque (N m),Final CPG | leg4_e torque (N m),Final CPG | spine torque (N m)
57.29167,33.61007,-2.56738,-49.94439,12.16608,-16.67025,20.80178,36.73633,-32.03981,0.09109,-2.77104,-1.25142,-29.84984,2.02161,15.62937,-0.18391,0.04383,-0.00608,0.01538,0.10385,-0.20806,0.01186,-0.00544,0.04164,32.61672,-5.35419,-47.57523,15.90816,-17.03482,24.45364,35.83231,-34.85597,-1.0467,-2.24609,-0.76384,-13.24077,15.75976,-3.57727,-0.18117,0.10966,-0.005,-0.01051,0.15384,-0.18921,-0.00184,0.02582,0.01923,33.31645,-2.89961,-50.69214,15.04846,-16.60297,21.16269,37.63598,-32.9606,0.05892,-2.60023,-0.99155,-26.57846,10.02415,19.14291,-0.18082,0.0434,-0.00411,0.01195,0.09839,-0.19994,0.00667,-0.00644,0.04064
59.375,33.94886,-2.02104,-49.50861,14.51592,-17.6363,19.24581,35.11367,-34.40297,0.36652,-2.93834,-1.23589,-29.40357,2.07957,13.96602,-0.17712,0.03781,-0.00779,0.01374,0.09232,-0.18673,0.01344,0.00015,0.03733,33.04807,-3.93094,-47.37426,17.06607,-17.73701,22.64004,35.1622,-36.82706,-1.08897,-2.34577,-0.66654,-14.23429,18.04892,-5.57448,-0.16665,0.09172,-6e-05,-0.00836,0.14238,-0.18197,-0.00256,0.0244,0.01993,33.6295,-2.282,-50.33329,17.60774,-17.56178,19.5149,35.95415,-35.49845,0.35051,-2.76017,-0.94909,-27.27065,9.1307,16.45728,-0.17595,0.03803,-0.00553,0.01596,0.08837,-0.18443,0.00719,0.00397,0.03705
61.45833,34.3494,-1.49775,-48.69143,16.60066,-18.56296,17.68932,33.36724,-36.65146,0.62095,-3.10226,-1.20246,-28.2985,4.03857,11.53746,-0.16793,0.03245,-0.00907,0.01029,0.0873,-0.16825,0.01565,0.00486,0.03247,33.6032,-2.56241,-46.96856,18.01697,-18.527,20.78596,34.27712,-38.44423,-1.13783,-2.45547,-0.55761,-15.68547,19.96284,-7.47612,-0.15849,0.07761,0.00066,-0.00314,0.13208,-0.17744,0.00146,0.01688,0.02184,34.02333,-1.71396,-49.52992,19.94066,-18.50629,17.87341,34.08596,-37.88469,0.61103,-2.91913,-0.88427,-27.14035,11.23847,13.07574,-0.16897,0.03304,-0.00718,0.0145,0.08623,-0.17072,0.01165,0.01152,0.03351
63.54167,34.81607,-1.01147,-47.5459,18.29041,-19.43676,16.17303,31.63247,-38.70822,0.8484,-3.25796,-1.14842,-26.62095,7.52345,8.80483,-0.15719,0.0277,-0.01006,0.00582,0.08679,-0.15233,0.0181,0.00791,0.02761,34.26685,-1.27316,-46.35308,18.76372,-19.37954,18.89411,33.19836,-39.66455,-1.18237,-2.56634,-0.44257,-16.48851,21.00877,-8.53625,-0.15201,0.0647,-0.00195,0.00278,0.11967,-0.16762,0.00782,0.00586,0.02359,34.48541,-1.21543,-48.3367,21.88613,-19.39081,16.25865,32.18536,-40.00842,0.83929,-3.06653,-0.78396,-25.27591,15.82575,9.97637,-0.15864,0.02801,-0.00841,0.00656,0.0865,-0.15418,0.0187,0.01447,0.02985
65.625,35.35518,-0.57276,-46.16767,19.45702,-20.2557,14.7458,30.02845,-40.46202,1.04804,-3.40098,-1.07635,-24.37485,11.41678,6.14499,-0.14604,0.0238,-0.01104,0.00173,0.08801,-0.1379,0.01957,0.00941,0.02302,35.00452,-0.07956,-45.54993,19.32727,-20.27313,17.00931,31.96994,-40.50932,-1.20862,-2.66731,-0.32671,-16.08085,21.24052,-8.50334,-0.14252,0.05084,-0.00508,0.00641,0.10399,-0.14859,0.01285,-0.00341,0.02391,35.01287,-0.78206,-46.86897,23.2192,-20.19258,14.71469,30.41264,-41.7613,1.04027,-3.19386,-0.64829,-21.72932,21.15666,7.61388,-0.14563,0.02328,-0.00898,-0.00486,0.0851,-0.13406,0.02453,0.01379,0.02582
67.70833,35.97451,-0.18299,-44.6703,19.99693,-21.03201,13.4573,28.63186,-41.77654,1.22273,-3.52806,-0.99295,-21.60524,14.49867,3.82388,-0.13549,0.0211,-0.01211,-0.00054,0.08876,-0.12408,0.01875,0.01014,0.01879,35.78718,0.9938,-44.59348,19.72726,-21.20265,15.23134,30.63996,-41.03636,-1.20576,-2.7501,-0.21436,-14.45056,20.96262,-7.59228,-0.12811,0.03593,-0.00611,0.0059,0.0866,-0.12206,0.01377,-0.00608,0.02212,35.61806,-0.38696,-45.26286,23.71783,-20.92544,13.30099,28.89002,-43.02836,1.2201,-3.29988,-0.49197,-17.62668,25.12089,5.86704,-0.13211,0.01947,-0.00936,-0.01391,0.08105,-0.11364,0.02504,0.01196,0.02139
69.79167,36.68221,0.16543,-43.15785,19.8637,-21.79308,12.347,27.45781,-42.5126,1.37696,-3.63727,-0.90568,-18.37744,16.15162,2.01917,-0.12599,0.01973,-0.01291,-0.0003,0.08799,-0.11063,0.01518,0.01085,0.01499,36.60783,1.90782,-43.50976,19.96324,-22.18047,13.6952,29.23994,-41.29025,-1.17025,-2.81112,-0.1093,-11.79813,20.43065,-6.24907,-0.11043,0.02196,-0.00455,0.00174,0.07079,-0.0936,0.01049,-0.00104,0.01839,36.32472,0.00062,-43.63297,23.25615,-21.63796,12.0688,27.65774,-43.67964,1.38205,-3.39133,-0.33799,-14.43467,26.31839,4.28267,-0.12051,0.01703,-0.01043,-0.01485,0.07603,-0.09751,0.01868,0.01076,0.01695
71.875,37.48655,0.48309,-41.70563,19.0954,-22.57851,11.4367,26.45619,-42.56115,1.51473,-3.72689,-0.81843,-14.63611,16.76088,0.85086,-0.11716,0.01953,-0.01249,0.00173,0.08571,-0.09785,0.00987,0.01172,0.01175,37.48173,2.61624,-42.30406,20.00832,-23.22671,12.52964,27.77473,-41.26088,-1.10643,-2.84964,-0.01463,-8.14262,19.7484,-4.85555,-0.09332,0.0115,-0.00243,-0.0033,0.0598,-0.06918,0.00584,0.00774,0.01352,37.15873,0.39106,-42.04802,21.87795,-22.39719,11.04152,26.65336,-43.5832,1.52515,-3.47765,-0.20632,-12.84674,24.84855,2.4693,-0.11205,0.01614,-0.01275,-0.00555,0.07251,-0.08814,0.00796,0.00971,0.01322
73.95833,38.39588,0.77623,-40.35505,17.82096,-23.43301,10.73311,25.52747,-41.87854,1.63811,-3.79329,-0.72848,-10.08267,17.58071,0.38738,-0.10806,0.02004,-0.00948,0.00335,0.08226,-0.0861,0.00498,0.01233,0.00921,38.43213,3.08148,-40.96623,19.8211,-24.35428,11.81707,26.23084,-40.87817,-1.02341,-2.86386,0.06853,-3.17795,18.97288,-3.5289,-0.08038,0.00591,-0.00297,-0.00583,0.05505,-0.05198,0.00399,0.01315,0.00854,38.13868,0.76179,-40.5337,19.81119,-23.26646,10.21627,25.72991,-42.64743,1.64585,-3.56226,-0.10317,-12.03749,22.36634,0.4241,-0.10614,0.01681,-0.01577,0.01064,0.07161,-0.08391,-0.00127,0.00639,0.01087
76.04167,39.4171,1.04354,-39.12168,16.23781,-24.39683,10.24072,24.55478,-40.51191,1.74681,-3.82932,-0.6264,-4.22507,20.10284,0.62207,-0.09766,0.02074,-0.00248,0.00155,0.07774,-0.07541,0.00258,0.01225,0.00741,39.47097,3.2883,-39.49252,19.37122,-25.55664,11.57628,24.60064,-40.05153,-0.93017,-2.848,0.14289,3.49235,18.26759,-2.10041,-0.07284,0.00437,-0.00801,-0.00398,0.05549,-0.0413,0.00773,0.00921,0.00424,39.26939,1.06766,-39.09687,17.41155,-24.2872,9.58956,24.71106,-40.87936,1.74121,-3.63561,-0.01644,-9.85282,21.31242,-1.38369,-0.10065,0.01899,-0.01742,0.02563,0.07215,-0.07999,-0.0031,-0.00132,0.01008
78.125,40.55087,1.27962,-38.00917,14.56563,-25.49643,9.9786,23.44247,-38.60305,1.83875,-3.82463,-0.49923,3.34714,25.22249,1.44094,-0.0854,0.0212,0.0095,-0.00635,0.07181,-0.06536,0.00307,0.01211,0.00614,40.58591,3.24652,-37.91228,18.66579,-26.80367,11.77518,22.91058,-38.73635,-0.83106,-2.79292,0.21578,11.87435,17.911,-0.25722,-0.06907,0.00432,-0.01592,0.00092,0.05816,-0.03391,0.01605,-0.00432,0.00083,40.53828,1.27134,-37.75419,15.05704,-25.47165,9.19212,23.46307,-38.42856,1.81203,-3.67491,0.07966,-3.95175,23.64642,-2.22091,-0.09323,0.02243,-0.01442,0.02999,0.07127,-0.07137,0.00449,-0.01233,0.01032
80.20833,41.78391,1.48289,-37.02103,12.99282,-26.73753,9.99093,22.14857,-36.36575,1.91138,-3.7685,-0.33603,12.56878,32.61577,2.61277,-0.07149,0.02115,0.02667,-0.02143,0.06396,-0.05536,0.00421,0.01426,0.00489,41.7403,2.98117,-36.30323,17.76171,-28.04669,12.36322,21.23728,-36.99179,-0.72398,-2.69055,0.29706,21.17346,18.09103,2.24627,-0.06565,0.00301,-0.02123,0.00437,0.05953,-0.02659,0.02352,-0.02,-0.00208,41.91354,1.37582,-36.54691,13.03839,-26.80598,9.10881,21.95323,-35.58585,1.86376,-3.65222,0.21259,6.68424,29.69481,-1.48642,-0.0825,0.02644,-0.0034,0.0173,0.06624,-0.05613,0.01719,-0.02078,0.01038
82.29167,43.0823,1.66144,-36.16437,11.63576,-28.10173,10.34301,20.70015,-34.04134,1.96287,-3.65461,-0.13339,22.60836,40.65499,3.82092,-0.05688,0.02046,0.04839,-0.04247,0.05412,-0.04507,0.00145,0.02259,0.00296,42.88464,2.51636,-34.78376,16.75511,-29.22942,13.30271,19.70034,-34.99491,-0.60182,-2.54001,0.39434,29.76472,18.60599,5.41971,-0.05943,-0.00079,-0.01656,0.0005,0.05691,-0.01825,0.02208,-0.02482,-0.00522,43.3436,1.43672,-35.53309,11.49029,-28.25805,9.46513,20.26874,-32.72395,1.90487,-3.54767,0.39739,20.7435,37.7099,0.90694,-0.06876,0.02969,0.01775,-0.0126,0.05607,-0.03683,0.02505,-0.01721,0.00885
84.375,44.39073,1.83055,-35.44593,10.52519,-29.54624,11.102,19.18741,-31.84572,1.99273,-3.48568,0.10136,31.89421,46.93641,4.73251,-0.04279,0.01903,0.07328,-0.06615,0.04291,-0.03459,-0.01038,0.04124,-0.00029,43.97215,1.86321,-33.48209,15.75047,-30.29983,14.58059,18.43162,-32.99714,-0.45663,-2.35182,0.50736,35.65304,18.71176,8.98373,-0.04917,-0.0061,0.00402,-0.01506,0.04934,-0.01036,0.00462,-0.00596,-0.00928,44.76035,1.5409,-34.76206,10.38732,-29.78306,10.38087,18.58754,-30.19599,1.94316,-3.36139,0.62728,34.73195,44.41562,4.36365,-0.05364,0.03043,0.0487,-0.0531,0.04218,-0.01906,0.01658,0.00753,0.00463
86.45833,45.64173,2.00008,-34.86465,9.62207,-31.00618,12.30983,17.73957,-29.92495,2.00159,-3.27557,0.3507,38.52672,49.20125,5.07943,-0.03028,0.01681,0.09954,-0.08801,0.03163,-0.02447,-0.03449,0.0726,-0.0052,44.96998,1.01913,-32.49478,14.82264,-31.21878,16.19578,17.53279,-31.2388,-0.28448,-2.14749,0.62494,37.25086,17.30595,12.43944,-0.03592,-0.0104,0.04179,-0.04275,0.03755,-0.00552,-0.03143,0.04256,-0.01451,46.08896,1.75648,-34.2467,9.5969,-31.32346,11.91171,17.11411,-28.23109,1.98175,-3.11787,0.87371,44.31689,46.33988,7.74734,-0.03915,0.02718,0.08643,-0.0934,0.02759,-0.00807,-0.01561,0.05735,-0.00257
88.54167,46.77334,2.15629,-34.40702,8.85241,-32.39893,13.96096,16.49202,-28.33325,1.99024,-3.04764,0.59131,40.93967,46.24241,4.71956,-0.01986,0.01381,0.12531,-0.10394,0.02165,-0.01531,-0.07013,0.1156,-0.01167,45.8612,-0.02125,-31.85335,13.98922,-31.96373,18.13312,17.03988,-29.86051,-0.08895,-1.95385,0.7269,34.0988,13.43887,15.21397,-0.02211,-0.01125,0.09203,-0.07824,0.02342,-0.00541,-0.08213,0.11565,-0.02054,47.26484,2.07827,-33.95017,8.95766,-32.80536,14.00963,16.00911,-26.87165,2.01672,-2.85989,1.09605,46.23901,41.33907,9.78184,-0.02665,0.01964,0.12594,-0.12285,0.0153,-0.0055,-0.07034,0.12759,-0.01204
90.625,47.7486,2.24777,-34.04871,8.14416,-33.63067,15.99587,15.55591,-27.0385,1.95844,-2.82941,0.80052,38.5195,38.39648,3.65802,-0.01152,0.0102,0.14888,-0.11147,0.01386,-0.00754,-0.11201,0.16518,-0.01915,46.63911,-1.25079,-31.51474,13.20643,-32.52812,20.34289,16.91108,-28.85363,0.11827,-1.79451,0.79103,27.15293,6.90774,16.81788,-0.01006,-0.00789,0.14533,-0.11378,0.00922,-0.00938,-0.1379,0.19785,-0.02646,48.25283,2.39852,-33.79569,8.34506,-34.13732,16.5257,15.34308,-25.97952,2.03741,-2.63426,1.25661,39.82136,29.60951,9.5381,-0.01641,0.00925,0.16176,-0.13508,0.00681,-0.00832,-0.13702,0.20523,-0.02231
92.70833,48.56677,2.18464,-33.76214,7.45108,-34.60578,18.31386,14.99854,-25.94997,1.90439,-2.64565,0.96252,31.88379,27.41619,2.02819,-0.00493,0.00637,0.16891,-0.11038,0.00827,-0.00121,-0.15173,0.21336,-0.02679,47.29956,-2.64016,-31.3802,12.39025,-32.91806,22.74104,17.04343,-28.07324,0.31992,-1.68236,0.8022,18.46718,-1.42047,16.96751,-0.00084,-0.00183,0.19104,-0.14113,-0.00297,-0.01476,-0.18689,0.26891,-0.03113,49.05965,2.52317,-33.69504,7.69963,-35.21673,19.25715,15.09135,-25.30718,2.02949,-2.47603,1.33439,27.29037,13.71177,6.79508,-0.00787,-0.00112,0.18957,-0.12997,0.00175,-0.01073,-0.1991,0.27298,-0.03172
94.79167,49.2583,1.85489,-33.52583,6.75724,-35.23853,20.79959,14.83815,-24.95574,1.82499,-2.51255,1.07199,22.67204,15.80116,0.04853,0.00022,0.0028,0.18441,-0.10246,0.00412,0.00381,-0.18065,0.25158,-0.03373,47.83669,-4.14034,-31.33388,11.45298,-33.14741,25.23133,17.31125,-27.3064,0.498,-1.61641,0.75925,10.40215,-9.81034,15.65443,0.0058,0.00405,0.2211,-0.15466,-0.01155,-0.01852,-0.21938,0.31175,-0.03358,49.72998,2.23116,-33.58131,7.01625,-35.94506,22.01694,15.16695,-24.60042,1.97955,-2.39817,1.33156,12.74435,-2.40523,2.12318,-0.00046,-0.00819,0.20725,-0.11279,-0.00149,-0.00777,-0.24037,0.31571,-0.0389
96.875,49.86298,1.15318,-33.33072,6.0664,-35.46568,23.35133,15.05049,-23.95609,1.7171,-2.43512,1.13403,12.93791,5.89691,-2.02465,0.00407,-0.00013,0.19479,-0.09058,0.00045,0.00753,-0.19297,0.27356,-0.03934,48.2443,-5.69606,-31.28357,10.33841,-33.232,27.73593,17.6091,-26.36191,0.63895,-1.58458,0.67567,4.72855,-16.35992,13.16376,0.01071,0.00719,0.23275,-0.15327,-0.01555,-0.01915,-0.23116,0.31919,-0.03336,50.32313,1.35183,-33.42969,6.31312,-36.24707,24.69163,15.47091,-23.68699,1.87944,-2.39106,1.27028,0.31511,-14.93246,-3.33541,0.00578,-0.0099,0.21513,-0.09122,-0.00438,0.00143,-0.25135,0.32609,-0.04324
98.95833,50.39939,0.01137,-33.18039,5.38661,-35.25723,25.8988,15.58177,-22.88357,1.57919,-2.40841,1.16069,4.42664,-0.85389,-3.93715,0.0066,-0.00231,0.19984,-0.07759,-0.00339,0.00966,-0.18778,0.27717,-0.04327,48.51984,-7.26219,-31.18652,9.04064,-33.18319,30.21509,17.88136,-25.1388,0.73744,-1.57046,0.57334,2.03784,-19.88002,10.04203,0.01424,0.00679,0.22863,-0.14018,-0.01485,-0.01755,-0.22447,0.29625,-0.03077,50.87669,-0.17517,-33.25741,5.60438,-36.08668,27.25953,15.93347,-22.51597,1.72876,-2.43104,1.18208,-7.52392,-21.5964,-8.28546,0.01015,-0.00644,0.21518,-0.07181,-0.00736,0.0129,-0.23268,0.30697,-0.04489
