stride_pct,RL | leg1_a angle (deg),RL | leg1_e angle (deg),RL | leg2_a angle (deg),RL | leg2_e angle (deg),RL | leg3_a angle (deg),RL | leg3_e angle (deg),RL | leg4_a angle (deg),RL | leg4_e angle (deg),RL | spine angle (deg),RL | IMU pitch (deg),RL | IMU roll (deg),RL | pitch rate (deg/s),RL | roll rate (deg/s),RL | yaw rate (deg/s),RL | leg1_a torque (N m),RL | leg1_e torque (N m),RL | leg2_a torque (N m),RL | leg2_e torque (N m),RL | leg3_a torque (N m),RL | leg3_e torque (N m),RL | leg4_a torque (N m),RL | leg4_e torque (N m),RL | spine torque (N m),Final CPG | leg1_a angle (deg),Final CPG | leg1_e angle (deg),Final CPG | leg2_a angle (deg),Final CPG | leg2_e angle (deg),Final CPG | leg3_a angle (deg),Final CPG | leg3_e angle (deg),Final CPG | leg4_a angle (deg),Final CPG | leg4_e angle (deg),Final CPG | spine angle (deg),Final CPG | IMU pitch (deg),Final CPG | IMU roll (deg),Final CPG | pitch rate (deg/s),Final CPG | roll rate (deg/s),Final CPG | yaw rate (deg/s),Final CPG | leg1_a torque (N m),Final CPG | leg1_e torque (N m),Final CPG | leg2_a torque (N m),Final CPG | leg2_e torque (N m),Final CPG | leg3_a torque (N m),Final CPG | leg3_e torque (N m),Final CPG | leg4_a torque (N m),Final CPG | leg4_e torque (N m),Final CPG | spine torque (N m),Spine 15 trim | leg1_a angle (deg),Spine 15 trim | leg1_e angle (deg),Spine 15 trim | leg2_a angle (deg),Spine 15 trim | leg2_e angle (deg),Spine 15 trim | leg3_a angle (deg),Spine 15 trim | leg3_e angle (deg),Spine 15 trim | leg4_a angle (deg),Spine 15 trim | leg4_e angle (deg),Spine 15 trim | spine angle (deg),Spine 15 trim | IMU pitch (deg),Spine 15 trim | IMU roll (deg),Spine 15 trim | pitch rate (deg/s),Spine 15 trim | roll rate (deg/s),Spine 15 trim | yaw rate (deg/s),Spine 15 trim | leg1_a torque (N m),Spine 15 trim | leg1_e torque (N m),Spine 15 trim | leg2_a torque (N m),Spine 15 trim | leg2_e torque (N m),Spine 15 trim | leg3_a torque (N m),Spine 15 trim | leg3_e torque (N m),Spine 15 trim | leg4_a torque (N m),Spine 15 trim | leg4_e torque (N m),Spine 15 trim | spine torque (N m),Spine 17.5 trim | leg1_a angle (deg),Spine 17.5 trim | leg1_e angle (deg),Spine 17.5 trim | leg2_a angle (deg),Spine 17.5 trim | leg2_e angle (deg),Spine 17.5 trim | leg3_a angle (deg),Spine 17.5 trim | leg3_e angle (deg),Spine 17.5 trim | leg4_a angle (deg),Spine 17.5 trim | leg4_e angle (deg),Spine 17.5 trim | spine angle (deg),Spine 17.5 trim | IMU pitch (deg),Spine 17.5 trim | IMU roll (deg),Spine 17.5 trim | pitch rate (deg/s),Spine 17.5 trim | roll rate (deg/s),Spine 17.5 trim | yaw rate (deg/s),Spine 17.5 trim | leg1_a torque (N m),Spine 17.5 trim | leg1_e torque (N m),Spine 17.5 trim | leg2_a torque (N m),Spine 17.5 trim | leg2_e torque (N m),Spine 17.5 trim | leg3_a torque (N m),Spine 17.5 trim | leg3_e torque (N m),Spine 17.5 trim | leg4_a torque (N m),Spine 17.5 trim | leg4_e torque (N m),Spine 17.5 trim | spine torque (N m)
61.45833,41.01401,-3.946,-2.32928,50.5181,-5.85605,30.76048,50.71391,-16.44748,0.47604,-1.38591,-0.36486,6.95888,17.18814,1.02638,-0.06733,0.0394,0.00633,0.00884,0.06082,-0.09397,0.00682,-0.04294,-0.02903,40.81044,-4.43486,-2.24574,50.42318,-5.97069,30.39814,50.88897,-18.39554,0.35496,-1.22149,-0.09386,7.41998,20.92991,1.29657,-0.06774,0.03898,0.00697,0.01052,0.05477,-0.095,0.006,-0.05742,-0.02556,41.04359,-4.87682,-2.24071,49.63149,-8.27581,28.644,50.78822,-17.15199,-6.0927,2.43394,0.79328,60.97437,17.91471,-8.8386,-0.07715,0.01308,0.00179,0.00765,0.09635,-0.07742,0.0035,-0.00941,-0.04411,41.09923,-5.09199,-2.27161,49.48958,-8.57066,28.26634,50.8089,-16.73318,-7.19579,2.94235,0.93369,75.43439,15.60259,-11.97596,-0.07909,0.01211,0.00179,0.00752,0.10479,-0.07183,0.00431,-0.01745,-0.04692
63.54167,42.00809,-3.30718,-4.58112,51.03919,-5.16598,31.34385,51.19791,-20.4721,0.29631,-1.36338,-0.28747,7.28494,16.94143,0.86739,-0.06648,0.0363,0.01291,0.0096,0.05881,-0.08854,0.00679,-0.00345,-0.03234,41.85459,-3.77369,-4.55499,50.94145,-5.26393,31.01397,51.41143,-22.67464,0.18921,-1.21231,0.00625,6.08598,19.90697,1.18955,-0.06815,0.03687,0.01873,0.01191,0.05567,-0.08984,0.00666,0.00597,-0.03138,42.14425,-4.02865,-4.11814,50.19418,-7.43481,29.2682,51.19328,-21.20706,-6.6475,2.67164,0.85817,50.93149,16.69834,-8.91285,-0.07797,0.01523,0.00786,0.01055,0.08746,-0.07408,0.00459,0.02528,-0.05272,42.2342,-4.20034,-4.10283,50.07722,-7.74273,28.87051,51.18725,-20.77018,-7.86968,3.24246,0.98303,63.13278,14.51901,-11.87296,-0.0787,0.0131,0.00671,0.01026,0.09574,-0.06879,0.00429,0.01771,-0.05509
65.625,42.91986,-2.74627,-7.10669,51.52021,-4.5522,31.96988,51.50911,-24.37119,0.16633,-1.33651,-0.20693,8.25961,16.97122,0.77464,-0.06516,0.03624,0.02005,0.0101,0.05963,-0.08447,0.00677,0.03143,-0.03514,42.79791,-3.21991,-7.18587,51.44775,-4.66062,31.6748,51.77689,-26.70802,0.07638,-1.19853,0.10972,6.4104,20.3088,1.1515,-0.06651,0.03777,0.03022,0.0113,0.05877,-0.0846,0.00674,0.05832,-0.03627,43.04042,-3.28289,-6.31299,50.74072,-6.68018,30.00772,51.33454,-25.18628,-7.04519,2.86452,0.93609,43.44293,18.62979,-8.71654,-0.07569,0.01773,0.01561,0.01134,0.08074,-0.07415,0.00763,0.05215,-0.05952,43.15594,-3.40994,-6.25041,50.65177,-6.98153,29.59709,51.30148,-24.76173,-8.3599,3.48265,1.04993,53.01167,16.90571,-11.39991,-0.07515,0.0138,0.01349,0.01095,0.08782,-0.07,0.00607,0.04746,-0.0616
67.70833,43.7594,-2.24044,-9.72243,51.92309,-3.98469,32.6174,51.54484,-27.94561,0.07625,-1.30113,-0.12064,9.97237,17.72202,0.73211,-0.06283,0.03781,0.02545,0.01053,0.06035,-0.08201,0.00712,0.05128,-0.03599,43.6506,-2.73362,-9.93869,51.90212,-4.09898,32.34482,51.86234,-30.25348,0.00015,-1.1699,0.21857,8.64625,22.10408,1.13251,-0.06281,0.0398,0.03721,0.00973,0.05966,-0.07993,0.00596,0.08053,-0.03811,43.76006,-2.63605,-8.73969,51.2533,-5.97986,30.80316,51.18318,-28.83353,-7.31605,3.02736,1.03557,38.83534,22.45188,-8.31355,-0.07091,0.01958,0.0231,0.01024,0.07428,-0.07454,0.01096,0.06113,-0.06164,43.89263,-2.72711,-8.63624,51.19698,-6.26464,30.38952,51.12271,-28.45246,-8.69546,3.67792,1.14408,45.82844,21.34925,-10.71526,-0.0698,0.01458,0.02087,0.00981,0.07947,-0.07197,0.00857,0.0606,-0.06379
69.79167,44.55173,-1.76656,-12.23175,52.19242,-3.44372,33.28017,51.2239,-31.07405,0.01575,-1.25414,-0.02629,12.19223,19.23664,0.69032,-0.06011,0.03876,0.02732,0.01095,0.05886,-0.08135,0.00804,0.05242,-0.03465,44.44958,-2.26997,-12.5866,52.23588,-3.53544,33.01561,51.57237,-33.20018,-0.05229,-1.1217,0.33386,12.05557,24.4181,1.05572,-0.05877,0.0407,0.03706,0.00862,0.05638,-0.07722,0.0046,0.06838,-0.03663,44.3794,-2.06914,-11.25305,51.68293,-5.28585,31.60763,50.74931,-31.98227,-7.48506,3.17068,1.15138,36.21269,25.53733,-7.66531,-0.06543,0.02054,0.02781,0.00863,0.0667,-0.07373,0.01242,0.051,-0.05786,44.52194,-2.14092,-11.12094,51.66543,-5.55054,31.20029,50.66228,-31.66973,-8.90326,3.84124,1.25838,41.09277,24.95428,-9.80553,-0.06462,0.01596,0.0265,0.00826,0.06974,-0.0726,0.00999,0.05402,-0.06026
71.875,45.32795,-1.31201,-14.46824,52.2694,-2.92896,33.96393,50.51341,-33.71216,-0.0241,-1.19433,0.07785,14.5438,21.24766,0.60112,-0.05801,0.03734,0.0253,0.01114,0.05499,-0.08228,0.00943,0.03949,-0.03204,45.24119,-1.8027,-14.93275,52.37367,-2.96721,33.70193,50.87303,-35.56857,-0.08799,-1.05607,0.45583,15.42303,26.21373,0.87342,-0.05634,0.03892,0.03016,0.00864,0.05014,-0.07745,0.00329,0.0344,-0.03324,44.99327,-1.55833,-13.6723,51.96372,-4.57823,32.40215,50.06346,-34.56818,-7.56656,3.29736,1.27069,33.87268,25.96514,-6.61951,-0.06074,0.02091,0.02795,0.00798,0.05784,-0.07252,0.01068,0.03001,-0.04861,45.1405,-1.62803,-13.52539,51.99143,-4.82194,32.00714,49.95268,-34.33844,-9.00174,3.97888,1.3763,37.26408,25.59452,-8.46227,-0.06062,0.01802,0.02807,0.00783,0.05887,-0.07224,0.00901,0.03424,-0.05101
73.95833,46.11339,-0.87862,-16.32493,52.10387,-2.4558,34.6775,49.4328,-35.85963,-0.05031,-1.12172,0.19343,16.76259,23.44737,0.44833,-0.05712,0.03332,0.02052,0.01071,0.05046,-0.08408,0.01101,0.02312,-0.02963,46.05946,-1.33508,-16.85411,52.25457,-2.42838,34.42497,49.79302,-37.44872,-0.10976,-0.97903,0.58524,17.85495,27.08733,0.59976,-0.05629,0.03451,0.01974,0.00922,0.04428,-0.08023,0.00289,0.00125,-0.03009,45.67749,-1.08988,-15.82155,52.03217,-3.88466,33.1942,49.14672,-36.59478,-7.56359,3.40309,1.38581,30.24341,24.138,-5.00063,-0.05709,0.02129,0.02345,0.00872,0.04859,-0.07313,0.00633,0.01152,-0.03551,45.8259,-1.16681,-15.67106,52.10988,-4.10697,32.81369,49.0168,-36.45149,-8.99814,4.08937,1.4869,32.61866,23.65292,-6.42194,-0.05729,0.02042,0.02464,0.00902,0.04808,-0.07308,0.00584,0.01398,-0.03722
76.04167,46.91966,-0.47785,-17.75882,51.65937,-2.04293,35.42366,48.03559,-37.51153,-0.06818,-1.03623,0.32308,18.87661,25.7681,0.25661,-0.05722,0.02822,0.01488,0.00953,0.0477,-0.08583,0.01263,0.01473,-0.02859,46.91294,-0.89299,-18.31274,51.84183,-1.96495,35.19457,48.39507,-38.90652,-0.11952,-0.8949,0.72538,19.37948,27.68083,0.30083,-0.05778,0.02914,0.01023,0.00908,0.04204,-0.08388,0.00427,-0.01013,-0.02887,46.46208,-0.66989,-17.56855,51.84128,-3.26436,34.00286,47.98915,-38.0736,-7.47047,3.48047,1.50515,24.78564,22.90843,-2.74913,-0.05356,0.02233,0.01614,0.00998,0.04025,-0.07747,0.00191,0.00684,-0.02061,46.60957,-0.75159,-17.42117,51.97117,-3.46533,33.63684,47.84558,-38.01471,-8.88877,4.16635,1.59793,26.26034,22.15703,-3.58202,-0.05319,0.02284,0.01738,0.01094,0.03873,-0.07746,0.00256,0.00546,-0.02073
78.125,47.74459,-0.12135,-18.77151,50.91165,-1.69966,36.19545,46.3829,-38.61954,-0.08196,-0.93629,0.47105,21.19573,28.48107,0.07444,-0.05753,0.02433,0.01,0.0081,0.04832,-0.08691,0.01444,0.02108,-0.02924,47.78726,-0.50613,-19.3314,51.11835,-1.60542,36.00145,46.73869,-39.90722,-0.12123,-0.80172,0.88322,20.961,29.40535,0.05093,-0.0591,0.02517,0.00482,0.00747,0.04471,-0.08645,0.00803,0.0088,-0.02991,47.3272,-0.32198,-18.84433,51.36315,-2.76834,34.84153,46.55399,-38.97436,-7.27619,3.5242,1.65471,18.26932,26.03745,-0.01392,-0.04895,0.02454,0.00885,0.01028,0.03371,-0.08576,0.00087,0.01925,-0.00577,47.47228,-0.39714,-18.70358,51.54533,-2.94944,34.49026,46.40223,-38.99914,-8.66146,4.20367,1.73793,18.60741,25.13585,-0.1443,-0.04721,0.02541,0.00911,0.01189,0.03163,-0.08612,0.00214,0.01403,-0.00365
80.20833,48.5785,0.18727,-19.37885,49.84524,-1.42023,36.97945,44.5266,-39.08561,-0.09493,-0.8186,0.6426,24.09636,32.0194,-0.05691,-0.05744,0.02336,0.00637,0.00768,0.05209,-0.08745,0.01687,0.04125,-0.03095,48.65996,-0.18907,-19.94878,50.07433,-1.34438,36.82321,44.86027,-40.30058,-0.12129,-0.69043,1.06824,23.87828,33.56867,-0.115,-0.05898,0.02431,0.00387,0.00526,0.05089,-0.08701,0.01417,0.05017,-0.03222,48.22157,-0.07301,-19.63646,50.58158,-2.4015,35.70922,44.81124,-39.21542,-6.96761,3.53389,1.86742,12.17495,35.7961,2.87595,-0.04297,0.02822,0.00388,0.00886,0.02913,-0.09628,0.00551,0.04236,0.00763,48.36213,-0.12954,-19.50595,50.81583,-2.56576,35.3746,44.65648,-39.32927,-8.2995,4.199,1.94437,10.97677,35.06906,3.42778,-0.0396,0.02881,0.00285,0.01075,0.02668,-0.09759,0.00671,0.03557,0.01207
82.29167,49.41149,0.45479,-19.58685,48.45413,-1.18699,37.76331,42.51304,-38.79547,-0.10894,-0.67947,0.84195,27.7108,36.59931,-0.12882,-0.05698,0.02525,0.00336,0.00964,0.057,-0.08821,0.02006,0.06746,-0.03263,49.51647,0.06693,-20.18022,48.69934,-1.1466,37.63894,42.78515,-39.88171,-0.12624,-0.54917,1.28861,28.80023,40.37265,-0.2207,-0.05756,0.02655,0.00485,0.00489,0.0574,-0.08633,0.02167,0.09432,-0.03422,49.09094,0.06585,-19.96316,49.48297,-2.11072,36.59445,42.78638,-38.70221,-6.532,3.51216,2.16482,7.50518,51.07431,5.56055,-0.03664,0.03333,0.00172,0.00659,0.02603,-0.10639,0.01533,0.06383,0.01863,49.22315,0.03263,-19.84908,49.77041,-2.2612,36.27947,42.63395,-38.91588,-7.78633,4.15315,2.24284,4.44677,50.87644,6.63589,-0.03209,0.0338,0.00014,0.00798,0.02315,-0.10901,0.01583,0.05904,0.02487
84.375,50.23627,0.69447,-19.38705,46.75008,-0.97865,38.54265,40.40451,-37.67902,-0.12348,-0.51725,1.06934,31.69718,41.85436,-0.16908,-0.05676,0.02813,-8e-05,0.01455,0.06043,-0.09,0.02329,0.08925,-0.03353,50.35615,0.28803,-20.0058,46.98835,-0.96655,38.44253,40.5648,-38.50214,-0.13918,-0.3705,1.54574,35.10151,48.37643,-0.32641,-0.05633,0.02998,0.00406,0.00895,0.06112,-0.08633,0.0283,0.12048,-0.0348,49.90074,0.11247,-19.84567,48.05537,-1.80706,37.48731,40.59761,-37.39359,-5.95955,3.45861,2.54035,3.70228,67.15776,7.83656,-0.03184,0.03937,0.00079,0.00579,0.0236,-0.11398,0.0264,0.07235,0.02664,50.01878,0.0962,-19.75616,48.39833,-1.94452,37.19399,40.45384,-37.7165,-7.1104,4.06488,2.62807,-1.32315,67.66919,9.23005,-0.02695,0.04048,6e-05,0.00581,0.0201,-0.11772,0.02587,0.07276,0.03374
86.45833,51.04458,0.91952,-18.77291,44.77595,-0.77716,39.32282,38.30254,-35.76968,-0.13518,-0.33474,1.31851,35.23623,46.72213,-0.22194,-0.0574,0.02928,-0.00429,0.02124,0.06056,-0.0929,0.02463,0.09878,-0.03376,51.18441,0.50331,-19.3922,44.96187,-0.76919,39.24582,38.31413,-36.17696,-0.15716,-0.15795,1.82985,40.85997,54.81037,-0.47937,-0.05696,0.03174,-0.00086,0.01812,0.06059,-0.08863,0.03087,0.11765,-0.03409,50.64167,0.1135,-19.29657,46.30041,-1.4097,38.38978,38.45665,-35.35929,-5.24596,3.36305,2.95364,-1.61009,77.46403,9.7629,-0.03006,0.0454,-0.00144,0.00886,0.02105,-0.11846,0.03252,0.06412,0.03127,50.73907,0.09984,-19.23755,46.69975,-1.5311,38.11718,38.32935,-35.78986,-6.26912,3.92413,3.05714,-8.52304,78.56505,11.36617,-0.02554,0.04779,-0.00016,0.007,0.01684,-0.12259,0.03099,0.07089,0.03834
88.54167,51.82046,1.13868,-17.76667,42.61668,-0.56966,40.11482,36.35386,-33.23221,-0.13816,-0.14032,1.5761,37.28546,49.70485,-0.31716,-0.05868,0.0268,-0.00818,0.02656,0.05729,-0.0957,0.02125,0.09455,-0.03434,51.99649,0.73158,-18.3352,42.69004,-0.54012,40.06978,36.21987,-33.13187,-0.17132,0.07175,2.11913,43.61287,56.67671,-0.67058,-0.05984,0.02954,-0.00912,0.02967,0.05648,-0.09298,0.02599,0.09005,-0.03351,51.31876,0.12985,-18.33102,44.25377,-0.88693,39.31579,36.62396,-32.7938,-4.39471,3.20246,3.34002,-11.75381,76.46656,11.60166,-0.03138,0.0501,-0.00664,0.01644,0.01772,-0.1206,0.0277,0.04506,0.03243,51.39113,0.10425,-18.30078,44.70451,-0.98652,39.05965,36.52207,-33.3121,-5.27063,3.70845,3.46,-20.44952,77.75322,13.51303,-0.02736,0.05363,-0.00338,0.01303,0.01295,-0.12428,0.02548,0.05665,0.039
90.625,52.53616,1.35658,-16.43963,40.39919,-0.34661,40.92778,34.72797,-30.34177,-0.1254,0.053,1.82371,36.98136,49.42421,-0.44802,-0.05922,0.02081,-0.0094,0.02623,0.05198,-0.09611,0.01046,0.0818,-0.03669,52.76505,0.97723,-16.8973,40.30464,-0.28172,40.92949,34.50514,-29.76134,-0.16985,0.29259,2.38382,41.51774,52.12622,-0.82859,-0.06337,0.02305,-0.01666,0.03767,0.05074,-0.09674,0.01131,0.05429,-0.03495,51.93372,0.21435,-16.99345,42.00272,-0.27245,40.27988,35.33198,-29.97452,-3.418,2.94498,3.63208,-29.32141,62.35999,13.60637,-0.03409,0.05214,-0.01404,0.02624,0.01306,-0.12127,0.0089,0.02768,0.03035,51.98187,0.16989,-16.97936,42.49018,-0.34514,40.03425,35.26445,-30.54154,-4.133,3.38605,3.76323,-39.8336,63.29393,16.12828,-0.03016,0.0557,-0.01038,0.02261,0.00819,-0.12415,0.00645,0.04036,0.03654
92.70833,53.15569,1.57659,-14.91212,38.27617,-0.102,41.76243,33.57123,-27.4185,-0.09046,0.23023,2.04206,33.99294,45.21528,-0.57306,-0.05691,0.01349,-0.00541,0.01657,0.04634,-0.09159,-0.00899,0.06949,-0.04177,53.44167,1.23504,-15.21662,37.98652,-0.0035,41.82225,33.35996,-26.51162,-0.14219,0.47746,2.59439,34.31168,41.41015,-0.85953,-0.06432,0.01417,-0.01806,0.0352,0.04501,-0.09578,-0.01332,0.03037,-0.03975,52.474,0.39164,-15.381,39.68786,0.34972,41.2811,34.70765,-27.18072,-2.33554,2.56024,3.78372,-54.53204,38.10904,15.76974,-0.03548,0.05057,-0.02005,0.0333,0.00667,-0.12021,-0.02232,0.02419,0.02564,52.50562,0.33251,-15.36135,40.18688,0.30429,41.04126,34.6821,-27.74571,-2.88089,2.92597,3.91674,-67.07151,38.23427,19.27162,-0.03105,0.05258,-0.0186,0.03152,0.00233,-0.12275,-0.02456,0.03366,0.03196
94.79167,53.64612,1.80148,-13.32982,36.39638,0.15914,42.60871,32.95719,-24.74255,-0.0289,0.37782,2.21583,28.64602,37.45955,-0.64193,-0.04999,0.00791,0.00511,-0.00365,0.041,-0.08066,-0.0359,0.06573,-0.04947,53.97417,1.49689,-13.47832,35.92773,0.28096,42.72598,32.86866,-23.739,-0.08234,0.60699,2.73057,23.53929,26.89183,-0.71188,-0.05951,0.00617,-0.00935,0.01772,0.03938,-0.08655,-0.04523,0.03134,-0.04783,52.91633,0.64858,-13.64529,37.4827,0.8794,42.29293,34.72869,-24.6109,-1.1716,2.03233,3.78609,-84.52272,10.33087,17.68547,-0.03321,0.04523,-0.01956,0.03203,-0.00146,-0.11547,-0.0601,0.03976,0.01912,52.94484,0.58757,-13.59664,37.96142,0.85485,42.05763,34.75064,-25.12422,-1.54136,2.31147,3.91135,-99.34612,9.46517,22.38658,-0.02806,0.04454,-0.02278,0.03416,-0.00471,-0.11886,-0.06174,0.04293,0.02613
96.875,53.99168,2.02695,-11.82588,34.87114,0.4056,43.44784,32.85742,-22.48347,0.06158,0.48609,2.33714,21.7525,27.47416,-0.63027,-0.03818,0.00606,0.02117,-0.03212,0.03484,-0.06374,-0.0665,0.07392,-0.05837,54.33138,1.75103,-11.85985,34.28095,0.54268,43.60808,32.97104,-21.60566,0.01057,0.67481,2.78753,11.89461,12.07433,-0.42658,-0.04763,0.00189,0.00959,-0.01419,0.03234,-0.0682,-0.07935,0.05723,-0.05752,53.24249,0.93704,-11.96496,35.55544,1.23126,43.26689,35.23398,-22.33692,0.04841,1.36927,3.66859,-114.04944,-13.4468,18.63219,-0.02652,0.03688,-0.00838,0.01885,-0.01053,-0.10437,-0.09632,0.06952,0.01159,53.28292,0.88906,-11.87218,35.98294,1.2164,43.03863,35.30699,-22.76303,-0.1406,1.55053,3.77968,-131.22788,-15.12024,24.41212,-0.02116,0.03357,-0.01722,0.02604,-0.01245,-0.10985,-0.09713,0.0657,0.01953
98.95833,54.20306,2.22784,-10.48596,33.74971,0.56395,44.25641,33.1488,-20.67118,0.18223,0.55011,2.4064,14.23258,16.99718,-0.56183,-0.02319,0.0075,0.03946,-0.06328,0.02552,-0.04335,-0.09548,0.09156,-0.06627,54.52158,1.9695,-10.47578,33.11716,0.71577,44.43824,33.47953,-20.05657,0.1346,0.68686,2.77631,1.99382,0.11036,-0.13748,-0.0302,0.00211,0.03449,-0.05413,0.02191,-0.0435,-0.10963,0.09613,-0.06622,53.45667,1.18458,-10.49787,34.02713,1.34458,44.14921,35.98414,-20.31446,1.29996,0.60434,3.48515,-137.35706,-27.81449,17.87156,-0.01664,0.02696,0.01437,-0.00571,-0.01874,-0.0852,-0.12379,0.101,0.00361,53.52005,1.16058,-10.36219,34.38205,1.32887,43.93228,36.11054,-20.63939,1.29661,0.6781,3.58104,-156.58704,-29.7845,24.21369,-0.0121,0.02245,0.00128,0.00619,-0.01953,-0.09335,-0.1237,0.09196,0.01227
