stride_pct,RL | leg1_a angle (deg),RL | leg1_e angle (deg),RL | leg2_a angle (deg),RL | leg2_e angle (deg),RL | leg3_a angle (deg),RL | leg3_e angle (deg),RL | leg4_a angle (deg),RL | leg4_e angle (deg),RL | spine angle (deg),RL | IMU pitch (deg),RL | IMU roll (deg),RL | pitch rate (deg/s),RL | roll rate (deg/s),RL | yaw rate (deg/s),RL | leg1_a torque (N m),RL | leg1_e torque (N m),RL | leg2_a torque (N m),RL | leg2_e torque (N m),RL | leg3_a torque (N m),RL | leg3_e torque (N m),RL | leg4_a torque (N m),RL | leg4_e torque (N m),RL | spine torque (N m),1 sine | leg1_a angle (deg),1 sine | leg1_e angle (deg),1 sine | leg2_a angle (deg),1 sine | leg2_e angle (deg),1 sine | leg3_a angle (deg),1 sine | leg3_e angle (deg),1 sine | leg4_a angle (deg),1 sine | leg4_e angle (deg),1 sine | spine angle (deg),1 sine | IMU pitch (deg),1 sine | IMU roll (deg),1 sine | pitch rate (deg/s),1 sine | roll rate (deg/s),1 sine | yaw rate (deg/s),1 sine | leg1_a torque (N m),1 sine | leg1_e torque (N m),1 sine | leg2_a torque (N m),1 sine | leg2_e torque (N m),1 sine | leg3_a torque (N m),1 sine | leg3_e torque (N m),1 sine | leg4_a torque (N m),1 sine | leg4_e torque (N m),1 sine | spine torque (N m),3 sines | leg1_a angle (deg),3 sines | leg1_e angle (deg),3 sines | leg2_a angle (deg),3 sines | leg2_e angle (deg),3 sines | leg3_a angle (deg),3 sines | leg3_e angle (deg),3 sines | leg4_a angle (deg),3 sines | leg4_e angle (deg),3 sines | spine angle (deg),3 sines | IMU pitch (deg),3 sines | IMU roll (deg),3 sines | pitch rate (deg/s),3 sines | roll rate (deg/s),3 sines | yaw rate (deg/s),3 sines | leg1_a torque (N m),3 sines | leg1_e torque (N m),3 sines | leg2_a torque (N m),3 sines | leg2_e torque (N m),3 sines | leg3_a torque (N m),3 sines | leg3_e torque (N m),3 sines | leg4_a torque (N m),3 sines | leg4_e torque (N m),3 sines | spine torque (N m),6 sines | leg1_a angle (deg),6 sines | leg1_e angle (deg),6 sines | leg2_a angle (deg),6 sines | leg2_e angle (deg),6 sines | leg3_a angle (deg),6 sines | leg3_e angle (deg),6 sines | leg4_a angle (deg),6 sines | leg4_e angle (deg),6 sines | spine angle (deg),6 sines | IMU pitch (deg),6 sines | IMU roll (deg),6 sines | pitch rate (deg/s),6 sines | roll rate (deg/s),6 sines | yaw rate (deg/s),6 sines | leg1_a torque (N m),6 sines | leg1_e torque (N m),6 sines | leg2_a torque (N m),6 sines | leg2_e torque (N m),6 sines | leg3_a torque (N m),6 sines | leg3_e torque (N m),6 sines | leg4_a torque (N m),6 sines | leg4_e torque (N m),6 sines | spine torque (N m)
59.375,39.94305,-4.67339,-0.48203,49.96822,-6.64457,30.24962,50.14412,-12.54305,0.71226,-1.40784,-0.44103,6.87467,16.99959,1.21665,-0.06935,0.04528,0.00206,0.00774,0.06774,-0.10068,0.0066,-0.07454,-0.02724,36.90541,-8.19176,-6.1028,49.7532,-13.32358,30.69724,50.17018,-21.28308,1.60328,0.4129,1.17576,36.23077,38.75841,1.82808,-0.06641,0.07309,0.00582,0.00284,0.12412,-0.1251,0.00448,0.01891,-0.0324,39.90731,-5.61576,-0.89346,49.76189,-7.58491,30.16825,50.16086,-14.6233,0.64132,-1.29038,-0.37194,5.61227,27.81477,2.01129,-0.06874,0.04093,-0.00197,0.00698,0.06388,-0.10604,0.00352,-0.00734,-0.02031,39.43646,-5.09408,-0.46345,50.10079,-6.92769,30.02611,50.44011,-14.02555,0.40128,-1.10076,-0.35899,9.73793,22.83536,1.70541,-0.06782,0.04528,-0.00157,0.00812,0.06036,-0.1017,0.00544,-0.10731,-0.02123
61.45833,41.01401,-3.946,-2.32928,50.5181,-5.85605,30.76048,50.71391,-16.44748,0.47604,-1.38591,-0.36486,6.95888,17.18814,1.02638,-0.06733,0.0394,0.00633,0.00884,0.06082,-0.09397,0.00682,-0.04294,-0.02903,37.60656,-7.19167,-7.35717,50.32125,-12.25583,30.71514,50.24088,-23.54879,1.27118,0.56644,1.42766,29.12961,45.48111,2.25333,-0.06463,0.0622,0.00608,0.00715,0.11676,-0.1243,0.00468,0.01922,-0.03096,41.0324,-4.87487,-2.53469,50.31326,-6.73497,30.59682,50.76295,-18.5961,0.39778,-1.29101,-0.25048,3.61357,27.22577,1.68824,-0.06525,0.03734,0.00259,0.00789,0.06147,-0.10022,0.00266,0.01782,-0.02281,40.56349,-4.31846,-2.32697,50.62997,-6.09267,30.53845,51.02004,-18.23896,0.16417,-1.08392,-0.2571,7.78355,21.58338,1.54472,-0.06724,0.03926,0.00698,0.01053,0.0555,-0.09609,0.00609,-0.05759,-0.02485
63.54167,42.00809,-3.30718,-4.58112,51.03919,-5.16598,31.34385,51.19791,-20.4721,0.29631,-1.36338,-0.28747,7.28494,16.94143,0.86739,-0.06648,0.0363,0.01291,0.0096,0.05881,-0.08854,0.00679,-0.00345,-0.03234,38.45184,-6.25299,-8.6105,50.7706,-11.10858,30.81114,50.13306,-25.68537,0.9644,0.68477,1.7065,22.54334,51.60004,2.51202,-0.06566,0.05193,0.00341,0.01144,0.10596,-0.1188,0.00661,0.01819,-0.03214,42.00436,-4.22101,-4.54604,50.82599,-5.98935,31.16041,51.21372,-22.71671,0.25228,-1.30015,-0.14042,2.46702,25.04556,1.19612,-0.06609,0.04002,0.01066,0.00882,0.06254,-0.09356,0.00435,0.04416,-0.02955,41.60639,-3.66158,-4.63886,51.14793,-5.39423,31.14433,51.54458,-22.51989,-0.00461,-1.07389,-0.15386,6.33032,20.56472,1.44587,-0.06719,0.03697,0.01899,0.01129,0.0567,-0.09089,0.00672,0.00586,-0.03076
65.625,42.91986,-2.74627,-7.10669,51.52021,-4.5522,31.96988,51.50911,-24.37119,0.16633,-1.33651,-0.20693,8.25961,16.97122,0.77464,-0.06516,0.03624,0.02005,0.0101,0.05963,-0.08447,0.00677,0.03143,-0.03514,39.41659,-5.38449,-9.83812,51.08399,-9.9359,30.99535,49.83871,-27.62389,0.6772,0.7826,2.00678,18.50674,56.86053,2.40108,-0.06643,0.04404,0.00044,0.01308,0.09136,-0.10774,0.00799,0.01592,-0.03386,42.82886,-3.65557,-6.8738,51.30041,-5.32848,31.80745,51.44956,-26.67929,0.17808,-1.30128,-0.04159,3.6666,22.57938,0.6758,-0.0681,0.04562,0.02004,0.00953,0.06325,-0.08536,0.00737,0.06071,-0.03708,42.54987,-3.11297,-7.27144,51.653,-4.79266,31.79372,51.9112,-26.55304,-0.11967,-1.0589,-0.04802,6.61146,20.75054,1.44017,-0.06558,0.03797,0.03059,0.0105,0.05954,-0.08549,0.00672,0.05836,-0.03574
67.70833,43.7594,-2.24044,-9.72243,51.92309,-3.98469,32.6174,51.54484,-27.94561,0.07625,-1.30113,-0.12064,9.97237,17.72202,0.73211,-0.06283,0.03781,0.02545,0.01053,0.06035,-0.08201,0.00712,0.05128,-0.03599,40.47838,-4.58495,-11.0235,51.24061,-8.78293,31.27633,49.37984,-29.32728,0.40025,0.87404,2.32308,17.51085,60.95529,1.84223,-0.06492,0.03869,-0.00039,0.01078,0.07406,-0.09309,0.00666,0.01309,-0.03428,43.53783,-3.14933,-9.40217,51.71001,-4.71609,32.48885,51.41115,-30.20949,0.14088,-1.27968,0.0503,7.33911,20.88571,0.21211,-0.06859,0.04985,0.02745,0.01005,0.06144,-0.07693,0.00974,0.06052,-0.04213,43.40519,-2.63309,-10.02473,52.10484,-4.23141,32.45224,51.99619,-30.09652,-0.19774,-1.02851,0.06207,8.84977,22.24311,1.46739,-0.06227,0.04031,0.03744,0.0093,0.05995,-0.08066,0.00589,0.08069,-0.03762
69.79167,44.55173,-1.76656,-12.23175,52.19242,-3.44372,33.28017,51.2239,-31.07405,0.01575,-1.25414,-0.02629,12.19223,19.23664,0.69032,-0.06011,0.03876,0.02732,0.01095,0.05886,-0.08135,0.00804,0.05242,-0.03465,41.62509,-3.84946,-12.15043,51.21784,-7.68198,31.66657,48.79327,-30.78724,0.13059,0.96572,2.64935,18.49222,63.50979,0.99385,-0.06108,0.03489,0.00163,0.00545,0.05661,-0.0786,0.00219,0.01068,-0.03282,44.18738,-2.66321,-11.96608,52.00778,-4.12567,33.17658,51.06397,-33.13567,0.11274,-1.22981,0.1419,12.25238,20.36559,-0.14487,-0.0665,0.0498,0.03017,0.01043,0.05728,-0.07082,0.00975,0.04481,-0.04301,44.20827,-2.17623,-12.67205,52.43545,-3.67147,33.11319,51.70441,-33.04009,-0.25185,-0.9786,0.1777,12.23668,24.34428,1.42769,-0.05867,0.04149,0.03698,0.00886,0.05633,-0.07789,0.00451,0.06854,-0.0361
71.875,45.32795,-1.31201,-14.46824,52.2694,-2.92896,33.96393,50.51341,-33.71216,-0.0241,-1.19433,0.07785,14.5438,21.24766,0.60112,-0.05801,0.03734,0.0253,0.01114,0.05499,-0.08228,0.00943,0.03949,-0.03204,42.85273,-3.17471,-13.19548,50.99487,-6.65318,32.1812,48.10465,-32.00683,-0.12355,1.05602,2.97917,19.71608,64.34557,0.19608,-0.05663,0.03153,0.00496,-0.00023,0.04215,-0.06781,-0.00349,0.00923,-0.03029,44.8439,-2.17493,-14.38313,52.13951,-3.55807,33.86562,50.40719,-35.41389,0.08003,-1.15712,0.24013,16.58294,20.83059,-0.34907,-0.06254,0.04522,0.02747,0.01041,0.05248,-0.06918,0.00703,0.02288,-0.04006,45.0034,-1.71486,-15.01706,52.5706,-3.11111,33.79203,51.00289,-35.40509,-0.28897,-0.91227,0.29965,15.50881,26.12047,1.25449,-0.05641,0.0398,0.02979,0.00941,0.05006,-0.07814,0.00325,0.03442,-0.03265
73.95833,46.11339,-0.87862,-16.32493,52.10387,-2.4558,34.6775,49.4328,-35.85963,-0.05031,-1.12172,0.19343,16.76259,23.44737,0.44833,-0.05712,0.03332,0.02052,0.01071,0.05046,-0.08408,0.01101,0.02312,-0.02963,44.15443,-2.56056,-14.12681,50.55791,-5.70804,32.83138,47.30834,-32.97942,-0.34562,1.1405,3.30766,20.02,63.85926,-0.23915,-0.05388,0.02832,0.00685,-0.00328,0.03328,-0.06227,-0.00683,0.00835,-0.02828,45.56373,-1.69459,-16.49172,52.05621,-3.04062,34.56268,49.46457,-37.09301,0.04293,-1.07349,0.35113,19.0076,21.97056,-0.35388,-0.05824,0.03823,0.02099,0.00944,0.04886,-0.07234,0.00292,0.00742,-0.03522,45.82288,-1.25134,-16.93729,52.45018,-2.58183,34.50923,49.92144,-37.28246,-0.31167,-0.83613,0.42918,17.78237,27.13542,0.9618,-0.05616,0.03526,0.01931,0.01,0.04438,-0.08092,0.00294,0.00109,-0.02951
76.04167,46.91966,-0.47785,-17.75882,51.65937,-2.04293,35.42366,48.03559,-37.51153,-0.06818,-1.03623,0.32308,18.87661,25.7681,0.25661,-0.05722,0.02822,0.01488,0.00953,0.0477,-0.08583,0.01263,0.01473,-0.02859,45.50786,-2.00809,-14.91126,49.90559,-4.85391,33.6171,46.36853,-33.67715,-0.51879,1.21992,3.6341,19.65894,63.16706,-0.26646,-0.05429,0.02596,0.00516,-0.00204,0.03103,-0.0611,-0.00472,0.00682,-0.02816,46.37595,-1.25955,-18.179,51.71929,-2.6096,35.2719,48.26345,-38.23865,0.00833,-0.98893,0.48077,19.49724,23.86032,-0.14308,-0.05497,0.03177,0.01372,0.0071,0.04721,-0.07849,2e-05,0.00772,-0.0308,46.67503,-0.81167,-18.39507,52.03735,-2.12541,35.27304,48.52333,-38.7385,-0.32181,-0.75432,0.56969,19.14303,27.88524,0.63726,-0.05719,0.02963,0.01003,0.0093,0.04233,-0.08451,0.00439,-0.01038,-0.02838
78.125,47.74459,-0.12135,-18.77151,50.91165,-1.69966,36.19545,46.3829,-38.61954,-0.08196,-0.93629,0.47105,21.19573,28.48107,0.07444,-0.05753,0.02433,0.01,0.0081,0.04832,-0.08691,0.01444,0.02108,-0.02924,46.86929,-1.51655,-15.52601,49.05156,-4.09785,34.52437,45.24542,-34.0576,-0.63454,1.30552,3.96319,20.20689,63.72234,-0.20484,-0.05767,0.02559,-8e-05,0.00282,0.03442,-0.06185,0.00342,0.00348,-0.03024,47.27648,-0.91162,-19.38819,51.09756,-2.28693,35.98835,46.81676,-38.85855,-0.01859,-0.90449,0.63558,19.35133,27.09699,0.22589,-0.05325,0.02791,0.00831,0.00386,0.04715,-0.08471,0.00099,0.02445,-0.02839,47.5468,-0.42648,-19.41301,51.31395,-1.76752,36.0729,46.86784,-39.73828,-0.32359,-0.66385,0.72784,20.61761,29.61446,0.38671,-0.05804,0.02546,0.00503,0.00688,0.04497,-0.08693,0.00815,0.00865,-0.02958
80.20833,48.5785,0.18727,-19.37885,49.84524,-1.42023,36.97945,44.5266,-39.08561,-0.09493,-0.8186,0.6426,24.09636,32.0194,-0.05691,-0.05744,0.02336,0.00637,0.00768,0.05209,-0.08745,0.01687,0.04125,-0.03095,48.179,-1.08241,-15.96725,48.02211,-3.44911,35.52883,43.93544,-34.08636,-0.69666,1.41725,4.30252,23.51212,66.42428,-0.5934,-0.06235,0.02766,-0.00643,0.00878,0.04082,-0.06217,0.01445,-0.00156,-0.03362,48.23516,-0.67011,-20.10594,50.16198,-2.06479,36.70296,45.12321,-38.87322,-0.03902,-0.81063,0.82244,20.43491,32.39191,0.60661,-0.05285,0.02692,0.00552,0.00137,0.04783,-0.08867,0.00705,0.04902,-0.02825,48.41775,-0.11149,-20.02947,50.26889,-1.50316,36.88627,44.99056,-40.13082,-0.32392,-0.55448,0.91256,23.50959,33.5487,0.26645,-0.05772,0.02459,0.00441,0.00413,0.05086,-0.08733,0.01421,0.05025,-0.03201
82.29167,49.41149,0.45479,-19.58685,48.45413,-1.18699,37.76331,42.51304,-38.79547,-0.10894,-0.67947,0.84195,27.7108,36.59931,-0.12882,-0.05698,0.02525,0.00336,0.00964,0.057,-0.08821,0.02006,0.06746,-0.03263,49.37679,-0.7024,-16.24917,46.84865,-2.92018,36.603,42.504,-33.76398,-0.71882,1.57492,4.65593,30.2709,70.62761,-1.8485,-0.06608,0.03121,-0.01036,0.01292,0.04677,-0.06115,0.02228,-0.00617,-0.03669,49.21055,-0.51625,-20.34099,48.88632,-1.9061,37.41384,43.19057,-38.15243,-0.05912,-0.69214,1.04608,24.03001,39.81635,0.80339,-0.05339,0.02753,0.00396,0.00205,0.04885,-0.08988,0.01696,0.06802,-0.02964,49.2747,0.14143,-20.2595,48.89111,-1.30045,37.69333,42.91603,-39.71026,-0.32973,-0.41375,1.13156,28.46241,39.94874,0.24693,-0.05649,0.02702,0.00538,0.00389,0.05699,-0.08653,0.02159,0.09462,-0.034
84.375,50.23627,0.69447,-19.38705,46.75008,-0.97865,38.54265,40.40451,-37.67902,-0.12348,-0.51725,1.06934,31.69718,41.85436,-0.16908,-0.05676,0.02813,-8e-05,0.01455,0.06043,-0.09,0.02329,0.08925,-0.03353,50.42024,-0.37945,-16.39203,45.55827,-2.52637,37.72251,41.08994,-33.14166,-0.71735,1.7861,5.01503,39.05076,73.68026,-3.90402,-0.06718,0.03384,-0.00939,0.01365,0.04917,-0.0595,0.02025,-0.00653,-0.03797,50.16365,-0.39795,-20.10893,47.25919,-1.75952,38.13431,41.07152,-36.6018,-0.08427,-0.5372,1.30478,29.94139,48.18343,0.65799,-0.05475,0.02802,0.00116,0.00773,0.05056,-0.0897,0.02701,0.07053,-0.03154,50.11696,0.35869,-20.08328,47.17611,-1.11797,38.48952,40.69533,-38.32752,-0.34416,-0.2346,1.3861,34.80057,47.5491,0.23201,-0.05572,0.03072,0.00419,0.00879,0.06048,-0.08652,0.02815,0.12084,-0.03444
86.45833,51.04458,0.91952,-18.77291,44.77595,-0.77716,39.32282,38.30254,-35.76968,-0.13518,-0.33474,1.31851,35.23623,46.72213,-0.22194,-0.0574,0.02928,-0.00429,0.02124,0.06056,-0.0929,0.02463,0.09878,-0.03376,51.29698,-0.12831,-16.4055,44.16726,-2.28433,38.86706,39.87394,-32.31502,-0.70361,2.03709,5.35327,46.39751,71.47383,-6.06117,-0.06519,0.03274,-0.00378,0.01172,0.04615,-0.05869,0.00422,0.00139,-0.0369,51.06374,-0.25213,-19.43251,45.30478,-1.57988,38.89004,38.89059,-34.25434,-0.11312,-0.34581,1.58644,36.36996,55.0472,0.14,-0.05712,0.02738,-0.00452,0.01813,0.05349,-0.0901,0.03202,0.05435,-0.03347,50.94841,0.57031,-19.46794,45.14605,-0.92302,39.28767,38.44334,-35.99766,-0.36378,-0.0218,1.66659,40.57163,53.78082,0.12294,-0.05681,0.03264,-0.00135,0.0191,0.06002,-0.08888,0.03077,0.11783,-0.03354
88.54167,51.82046,1.13868,-17.76667,42.61668,-0.56966,40.11482,36.35386,-33.23221,-0.13816,-0.14032,1.5761,37.28546,49.70485,-0.31716,-0.05868,0.0268,-0.00818,0.02656,0.05729,-0.0957,0.02125,0.09455,-0.03434,52.02485,0.02282,-16.27721,42.68235,-2.20984,40.0159,39.02079,-31.39655,-0.67986,2.29213,5.62706,48.09501,60.00957,-7.18502,-0.0608,0.02612,0.00332,0.00969,0.03758,-0.05939,-0.02519,0.01978,-0.03395,51.88551,-0.03214,-18.35599,43.10215,-1.34358,39.70501,36.84109,-31.31568,-0.13567,-0.1328,1.86787,40.65566,57.48578,-0.61426,-0.0604,0.02569,-0.01223,0.02992,0.05732,-0.09189,0.02726,0.02767,-0.03581,51.76228,0.79611,-18.40983,42.87305,-0.70026,40.1087,36.34659,-32.94702,-0.379,0.20669,1.95166,43.33384,55.76548,-0.11287,-0.05991,0.0304,-0.01007,0.03141,0.05626,-0.09331,0.02607,0.08984,-0.03283
90.625,52.53616,1.35658,-16.43963,40.39919,-0.34661,40.92778,34.72797,-30.34177,-0.1254,0.053,1.82371,36.98136,49.42421,-0.44802,-0.05922,0.02081,-0.0094,0.02623,0.05198,-0.09611,0.01046,0.0818,-0.03669,52.63997,0.03656,-15.9756,41.11039,-2.31558,41.14125,38.62051,-30.47854,-0.64026,2.50216,5.78557,41.01799,37.39305,-6.20199,-0.05516,0.01434,0.00761,0.01025,0.02495,-0.06065,-0.0624,0.04733,-0.0303,52.60296,0.27381,-16.96169,40.79,-1.05285,40.58444,35.14429,-28.13282,-0.13661,0.07602,2.11881,40.51976,53.37487,-1.3468,-0.06365,0.02365,-0.01849,0.03727,0.0602,-0.09364,0.01027,0.00528,-0.03941,52.52986,1.04092,-16.97165,40.49005,-0.4486,40.96678,34.62709,-29.57095,-0.3775,0.42445,2.21208,41.31119,51.62813,-0.4125,-0.06325,0.02366,-0.01758,0.0392,0.05093,-0.09712,0.01161,0.05366,-0.03431
92.70833,53.15569,1.57659,-14.91212,38.27617,-0.102,41.76243,33.57123,-27.4185,-0.09046,0.23023,2.04206,33.99294,45.21528,-0.57306,-0.05691,0.01349,-0.00541,0.01657,0.04634,-0.09159,-0.00899,0.06949,-0.04177,53.17839,-0.1245,-15.46805,39.47297,-2.60957,42.20534,38.65489,-29.60376,-0.57543,2.61995,5.78681,24.67132,5.3073,-2.6728,-0.0491,7e-05,0.00624,0.01421,0.01084,-0.06002,-0.09887,0.07918,-0.02719,53.18752,0.64083,-15.3741,38.54844,-0.73134,41.50541,33.9829,-25.09496,-0.10222,0.25301,2.31021,35.16436,42.51845,-1.7936,-0.06484,0.02166,-0.01859,0.03395,0.05912,-0.09203,-0.01791,0.00109,-0.04489,53.2028,1.29915,-15.29111,38.17755,-0.17363,41.85837,33.47259,-26.31629,-0.34886,0.60524,2.41876,34.30996,41.46106,-0.6493,-0.06369,0.01448,-0.01831,0.03539,0.04538,-0.0962,-0.01286,0.02948,-0.03932
94.79167,53.64612,1.80148,-13.32982,36.39638,0.15914,42.60871,32.95719,-24.74255,-0.0289,0.37782,2.21583,28.64602,37.45955,-0.64193,-0.04999,0.00791,0.00511,-0.00365,0.041,-0.08066,-0.0359,0.06573,-0.04947,53.65955,-0.48747,-14.74685,37.81838,-3.0944,43.16425,39.00544,-28.75754,-0.47726,2.61504,5.61393,1.63758,-30.87967,2.85652,-0.04277,-0.01267,-1e-05,0.01942,-0.00183,-0.05493,-0.12645,0.10845,-0.0254,53.61491,1.01952,-13.74295,36.56,-0.4181,42.42208,33.43668,-22.50949,-0.02652,0.37835,2.42347,25.6619,27.00012,-1.8143,-0.0615,0.01923,-0.00902,0.01613,0.05133,-0.0836,-0.05286,0.02108,-0.05198,53.73034,1.56184,-13.55237,36.12565,0.11289,42.76149,32.96456,-23.53929,-0.28798,0.73164,2.55178,23.89313,27.41289,-0.70992,-0.05826,0.00626,-0.00852,0.01581,0.03957,-0.08707,-0.04478,0.03048,-0.04765
96.875,53.99168,2.02695,-11.82588,34.87114,0.4056,43.44784,32.85742,-22.48347,0.06158,0.48609,2.33714,21.7525,27.47416,-0.63027,-0.03818,0.00606,0.02117,-0.03212,0.03484,-0.06374,-0.0665,0.07392,-0.05837,54.07841,-1.06199,-13.84893,36.22338,-3.76738,43.978,39.49885,-27.88441,-0.34098,2.48245,5.28446,-23.30779,-63.63934,8.937,-0.03584,-0.02027,-0.00641,0.02119,-0.01063,-0.04432,-0.14054,0.12899,-0.02513,53.8784,1.3513,-12.20865,34.96312,-0.16709,43.28362,33.45074,-20.50956,0.08678,0.44571,2.45658,14.44536,10.48208,-1.46563,-0.05195,0.01518,0.01029,-0.01529,0.03626,-0.06688,-0.08813,0.0602,-0.05945,54.08321,1.81648,-11.93175,34.48426,0.38075,43.64463,33.04061,-21.40147,-0.19524,0.79934,2.60657,12.69318,12.81548,-0.57149,-0.04586,0.00195,0.01144,-0.01814,0.03203,-0.06896,-0.0791,0.05667,-0.05747
98.95833,54.20306,2.22784,-10.48596,33.74971,0.56395,44.25641,33.1488,-20.67118,0.18223,0.55011,2.4064,14.23258,16.99718,-0.56183,-0.02319,0.0075,0.03946,-0.06328,0.02552,-0.04335,-0.09548,0.09156,-0.06627,54.40819,-1.83888,-12.85722,34.78105,-4.62074,44.62155,39.96887,-26.92009,-0.16392,2.24187,4.84776,-44.99494,-85.91878,13.73576,-0.02802,-0.02105,-0.00626,0.01442,-0.01422,-0.02955,-0.14164,0.13789,-0.02626,54.00059,1.57582,-10.86475,33.81666,-0.0532,44.05469,33.85353,-19.03434,0.22787,0.46155,2.42408,4.18089,-3.27419,-0.97466,-0.0364,0.00868,0.03538,-0.0543,0.01654,-0.04375,-0.11724,0.10491,-0.06548,54.27102,2.03494,-10.54315,33.32196,0.56058,44.4788,33.51317,-19.84696,-0.07363,0.81548,2.59425,3.20252,0.76267,-0.33054,-0.02819,0.00228,0.03683,-0.0592,0.02103,-0.04467,-0.10966,0.096,-0.06604
