stride_pct,RL | leg1_a angle (deg),RL | leg1_e angle (deg),RL | leg2_a angle (deg),RL | leg2_e angle (deg),RL | leg3_a angle (deg),RL | leg3_e angle (deg),RL | leg4_a angle (deg),RL | leg4_e angle (deg),RL | spine angle (deg),RL | IMU pitch (deg),RL | IMU roll (deg),RL | pitch rate (deg/s),RL | roll rate (deg/s),RL | yaw rate (deg/s),RL | leg1_a torque (N m),RL | leg1_e torque (N m),RL | leg2_a torque (N m),RL | leg2_e torque (N m),RL | leg3_a torque (N m),RL | leg3_e torque (N m),RL | leg4_a torque (N m),RL | leg4_e torque (N m),RL | spine torque (N m),Old CPG | leg1_a angle (deg),Old CPG | leg1_e angle (deg),Old CPG | leg2_a angle (deg),Old CPG | leg2_e angle (deg),Old CPG | leg3_a angle (deg),Old CPG | leg3_e angle (deg),Old CPG | leg4_a angle (deg),Old CPG | leg4_e angle (deg),Old CPG | spine angle (deg),Old CPG | IMU pitch (deg),Old CPG | IMU roll (deg),Old CPG | pitch rate (deg/s),Old CPG | roll rate (deg/s),Old CPG | yaw rate (deg/s),Old CPG | leg1_a torque (N m),Old CPG | leg1_e torque (N m),Old CPG | leg2_a torque (N m),Old CPG | leg2_e torque (N m),Old CPG | leg3_a torque (N m),Old CPG | leg3_e torque (N m),Old CPG | leg4_a torque (N m),Old CPG | leg4_e torque (N m),Old CPG | spine torque (N m),Final CPG | leg1_a angle (deg),Final CPG | leg1_e angle (deg),Final CPG | leg2_a angle (deg),Final CPG | leg2_e angle (deg),Final CPG | leg3_a angle (deg),Final CPG | leg3_e angle (deg),Final CPG | leg4_a angle (deg),Final CPG | leg4_e angle (deg),Final CPG | spine angle (deg),Final CPG | IMU pitch (deg),Final CPG | IMU roll (deg),Final CPG | pitch rate (deg/s),Final CPG | roll rate (deg/s),Final CPG | yaw rate (deg/s),Final CPG | leg1_a torque (N m),Final CPG | leg1_e torque (N m),Final CPG | leg2_a torque (N m),Final CPG | leg2_e torque (N m),Final CPG | leg3_a torque (N m),Final CPG | leg3_e torque (N m),Final CPG | leg4_a torque (N m),Final CPG | leg4_e torque (N m),Final CPG | spine torque (N m)
73.95833,46.11339,-0.87862,-16.32493,52.10387,-2.4558,34.6775,49.4328,-35.85963,-0.05031,-1.12172,0.19343,16.76259,23.44737,0.44833,-0.05712,0.03332,0.02052,0.01071,0.05046,-0.08408,0.01101,0.02312,-0.02963,44.86041,1.38958,-14.9684,51.2116,-0.85747,32.93942,47.72689,-34.61685,1.70897,0.31087,4.3639,4.83936,66.81199,1.97613,-0.05111,0.04001,0.00639,-0.00284,0.01934,-0.06501,-0.00499,0.00945,-0.0213,45.82288,-1.25134,-16.93729,52.45018,-2.58183,34.50923,49.92144,-37.28246,-0.31167,-0.83613,0.42918,17.78237,27.13542,0.9618,-0.05616,0.03526,0.01931,0.01,0.04438,-0.08092,0.00294,0.00109,-0.02951
76.04167,46.91966,-0.47785,-17.75882,51.65937,-2.04293,35.42366,48.03559,-37.51153,-0.06818,-1.03623,0.32308,18.87661,25.7681,0.25661,-0.05722,0.02822,0.01488,0.00953,0.0477,-0.08583,0.01263,0.01473,-0.02859,46.10614,2.26853,-15.85456,50.43216,0.34834,33.8037,46.70252,-35.27979,1.65915,0.36305,4.73365,10.47552,67.19925,1.69765,-0.04722,0.03302,0.00398,-0.00274,0.01244,-0.06114,-0.00174,0.00704,-0.01993,46.67503,-0.81167,-18.39507,52.03735,-2.12541,35.27304,48.52333,-38.7385,-0.32181,-0.75432,0.56969,19.14303,27.88524,0.63726,-0.05719,0.02963,0.01003,0.0093,0.04233,-0.08451,0.00439,-0.01038,-0.02838
78.125,47.74459,-0.12135,-18.77151,50.91165,-1.69966,36.19545,46.3829,-38.61954,-0.08196,-0.93629,0.47105,21.19573,28.48107,0.07444,-0.05753,0.02433,0.01,0.0081,0.04832,-0.08691,0.01444,0.02108,-0.02924,47.31901,2.92115,-16.53998,49.42051,1.22432,34.79052,45.46712,-35.59687,1.62589,0.47078,5.11308,19.12736,69.52054,0.93554,-0.04764,0.0257,-0.00086,0.00213,0.01491,-0.06034,0.00598,0.00156,-0.01989,47.5468,-0.42648,-19.41301,51.31395,-1.76752,36.0729,46.86784,-39.73828,-0.32359,-0.66385,0.72784,20.61761,29.61446,0.38671,-0.05804,0.02546,0.00503,0.00688,0.04497,-0.08693,0.00815,0.00865,-0.02958
80.20833,48.5785,0.18727,-19.37885,49.84524,-1.42023,36.97945,44.5266,-39.08561,-0.09493,-0.8186,0.6426,24.09636,32.0194,-0.05691,-0.05744,0.02336,0.00637,0.00768,0.05209,-0.08745,0.01687,0.04125,-0.03095,48.49264,3.34362,-17.02374,48.20562,1.78582,35.88956,44.03687,-35.55112,1.61379,0.64876,5.51523,30.7627,73.9439,-0.5751,-0.05118,0.01793,-0.00596,0.00931,0.02171,-0.06122,0.01461,-0.00502,-0.02144,48.41775,-0.11149,-20.02947,50.26889,-1.50316,36.88627,44.99056,-40.13082,-0.32392,-0.55448,0.91256,23.50959,33.5487,0.26645,-0.05772,0.02459,0.00441,0.00413,0.05086,-0.08733,0.01421,0.05025,-0.03201
82.29167,49.41149,0.45479,-19.58685,48.45413,-1.18699,37.76331,42.51304,-38.79547,-0.10894,-0.67947,0.84195,27.7108,36.59931,-0.12882,-0.05698,0.02525,0.00336,0.00964,0.057,-0.08821,0.02006,0.06746,-0.03263,49.62518,3.55852,-17.32739,46.83932,2.07528,37.07579,42.51803,-35.15815,1.61837,0.90077,5.94608,43.60457,79.09491,-2.69179,-0.05488,0.00982,-0.00858,0.01503,0.0268,-0.0626,0.01844,-0.00868,-0.02386,49.2747,0.14143,-20.2595,48.89111,-1.30045,37.69333,42.91603,-39.71026,-0.32973,-0.41375,1.13156,28.46241,39.94874,0.24693,-0.05649,0.02702,0.00538,0.00389,0.05699,-0.08653,0.02159,0.09462,-0.034
84.375,50.23627,0.69447,-19.38705,46.75008,-0.97865,38.54265,40.40451,-37.67902,-0.12348,-0.51725,1.06934,31.69718,41.85436,-0.16908,-0.05676,0.02813,-8e-05,0.01455,0.06043,-0.09,0.02329,0.08925,-0.03353,50.71703,3.60388,-17.47902,45.37552,2.13847,38.3126,41.09788,-34.47907,1.62827,1.212,6.3943,54.1735,81.88833,-4.76894,-0.05573,0.00166,-0.00696,0.01649,0.02603,-0.06381,0.01199,-0.00494,-0.02593,50.11696,0.35869,-20.08328,47.17611,-1.11797,38.48952,40.69533,-38.32752,-0.34416,-0.2346,1.3861,34.80057,47.5491,0.23201,-0.05572,0.03072,0.00419,0.00879,0.06048,-0.08652,0.02815,0.12084,-0.03444
86.45833,51.04458,0.91952,-18.77291,44.77595,-0.77716,39.32282,38.30254,-35.76968,-0.13518,-0.33474,1.31851,35.23623,46.72213,-0.22194,-0.0574,0.02928,-0.00429,0.02124,0.06056,-0.0929,0.02463,0.09878,-0.03376,51.76791,3.51559,-17.49183,43.8487,2.00448,39.55758,39.99273,-33.61504,1.63198,1.54642,6.82487,58.34985,78.19397,-5.81576,-0.05231,-0.00612,-0.00156,0.01355,0.0188,-0.06436,-0.00736,0.00905,-0.0267,50.94841,0.57031,-19.46794,45.14605,-0.92302,39.28767,38.44334,-35.99766,-0.36378,-0.0218,1.66659,40.57163,53.78082,0.12294,-0.05681,0.03264,-0.00135,0.0191,0.06002,-0.08888,0.03077,0.11783,-0.03354
88.54167,51.82046,1.13868,-17.76667,42.61668,-0.56966,40.11482,36.35386,-33.23221,-0.13816,-0.14032,1.5761,37.28546,49.70485,-0.31716,-0.05868,0.0268,-0.00818,0.02656,0.05729,-0.0957,0.02125,0.09455,-0.03434,52.77304,3.31149,-17.35013,42.26492,1.67818,40.768,39.37304,-32.6818,1.62522,1.8521,7.18143,53.02825,64.303,-4.88194,-0.04557,-0.013,0.00487,0.00891,0.00787,-0.06349,-0.0377,0.03288,-0.02602,51.76228,0.79611,-18.40983,42.87305,-0.70026,40.1087,36.34659,-32.94702,-0.379,0.20669,1.95166,43.33384,55.76548,-0.11287,-0.05991,0.0304,-0.01007,0.03141,0.05626,-0.09331,0.02607,0.08984,-0.03283
90.625,52.53616,1.35658,-16.43963,40.39919,-0.34661,40.92778,34.72797,-30.34177,-0.1254,0.053,1.82371,36.98136,49.42421,-0.44802,-0.05922,0.02081,-0.0094,0.02623,0.05198,-0.09611,0.01046,0.0818,-0.03669,53.71921,2.98451,-17.01314,40.61231,1.14677,41.90462,39.29904,-31.77293,1.61515,2.07371,7.39886,37.57371,38.69536,-1.51874,-0.03816,-0.01842,0.00866,0.00648,-0.00246,-0.06005,-0.07301,0.06269,-0.02476,52.52986,1.04092,-16.97165,40.49005,-0.4486,40.96678,34.62709,-29.57095,-0.3775,0.42445,2.21208,41.31119,51.62813,-0.4125,-0.06325,0.02366,-0.01758,0.0392,0.05093,-0.09712,0.01161,0.05366,-0.03431
92.70833,53.15569,1.57659,-14.91212,38.27617,-0.102,41.76243,33.57123,-27.4185,-0.09046,0.23023,2.04206,33.99294,45.21528,-0.57306,-0.05691,0.01349,-0.00541,0.01657,0.04634,-0.09159,-0.00899,0.06949,-0.04177,54.58254,2.50825,-16.43777,38.88676,0.39533,42.93372,39.69667,-30.9283,1.61887,2.16775,7.42277,14.34679,3.31155,3.90149,-0.03292,-0.02191,0.0073,0.00884,-0.00869,-0.05291,-0.10536,0.0925,-0.02442,53.2028,1.29915,-15.29111,38.17755,-0.17363,41.85837,33.47259,-26.31629,-0.34886,0.60524,2.41876,34.30996,41.46106,-0.6493,-0.06369,0.01448,-0.01831,0.03539,0.04538,-0.0962,-0.01286,0.02948,-0.03932
94.79167,53.64612,1.80148,-13.32982,36.39638,0.15914,42.60871,32.95719,-24.74255,-0.0289,0.37782,2.21583,28.64602,37.45955,-0.64193,-0.04999,0.00791,0.00511,-0.00365,0.041,-0.08066,-0.0359,0.06573,-0.04947,55.32965,1.85153,-15.61056,37.11908,-0.57813,43.82885,40.38518,-30.12339,1.65711,2.11485,7.22899,-11.98437,-36.39141,10.18294,-0.03125,-0.02322,0.00125,0.01512,-0.00966,-0.04181,-0.12809,0.11649,-0.02642,53.73034,1.56184,-13.55237,36.12565,0.11289,42.76149,32.96456,-23.53929,-0.28798,0.73164,2.55178,23.89313,27.41289,-0.70992,-0.05826,0.00626,-0.00852,0.01581,0.03957,-0.08707,-0.04478,0.03048,-0.04765
96.875,53.99168,2.02695,-11.82588,34.87114,0.4056,43.44784,32.85742,-22.48347,0.06158,0.48609,2.33714,21.7525,27.47416,-0.63027,-0.03818,0.00606,0.02117,-0.03212,0.03484,-0.06374,-0.0665,0.07392,-0.05837,55.92253,0.99479,-14.57213,35.38753,-1.7559,44.57241,41.14317,-29.28627,1.74584,1.92462,6.83485,-36.03238,-72.8462,15.66167,-0.0324,-0.0224,-0.00566,0.02077,-0.00667,-0.02792,-0.13832,0.13115,-0.03151,54.08321,1.81648,-11.93175,34.48426,0.38075,43.64463,33.04061,-21.40147,-0.19524,0.79934,2.60657,12.69318,12.81548,-0.57149,-0.04586,0.00195,0.01144,-0.01814,0.03203,-0.06896,-0.0791,0.05667,-0.05747
98.95833,54.20306,2.22784,-10.48596,33.74971,0.56395,44.25641,33.1488,-20.67118,0.18223,0.55011,2.4064,14.23258,16.99718,-0.56183,-0.02319,0.0075,0.03946,-0.06328,0.02552,-0.04335,-0.09548,0.09156,-0.06627,56.32554,-0.05977,-13.4191,33.80591,-3.10427,45.15687,41.7826,-28.33551,1.88975,1.63157,6.29686,-53.44845,-98.81808,18.7912,-0.03397,-0.01976,-0.00757,0.01938,-0.00229,-0.01383,-0.13777,0.13631,-0.03936,54.27102,2.03494,-10.54315,33.32196,0.56058,44.4788,33.51317,-19.84696,-0.07363,0.81548,2.59425,3.20252,0.76267,-0.33054,-0.02819,0.00228,0.03683,-0.0592,0.02103,-0.04467,-0.10966,0.096,-0.06604
